semantic_id,client,seed
cifar10_proser_fedavg__split01__seed3__d5.0,0,3060439701
cifar10_proser_fedavg__split01__seed3__d5.0,1,1865793065
cifar10_proser_fedavg__split01__seed3__d5.0,2,1580824835
cifar10_proser_fedavg__split01__seed3__d5.0,3,2232508062
cifar10_proser_fedavg__split01__seed3__d5.0,4,90136631
cifar10_proser_fedavg__split01__seed4__d0.1,0,1921846518
cifar10_proser_fedavg__split01__seed4__d0.1,1,1110505111
cifar10_proser_fedavg__split01__seed4__d0.1,2,3543829196
cifar10_proser_fedavg__split01__seed4__d0.1,3,809139281
cifar10_proser_fedavg__split01__seed4__d0.1,4,1634613615
cifar10_proser_fedavg__split01__seed4__d0.5,0,3721921529
cifar10_proser_fedavg__split01__seed4__d0.5,1,2436648059
cifar10_proser_fedavg__split01__seed4__d0.5,2,2988638624
cifar10_proser_fedavg__split01__seed4__d0.5,3,431687798
cifar10_proser_fedavg__split01__seed4__d0.5,4,3879517193
cifar10_proser_fedavg__split01__seed4__d5.0,0,2696447106
cifar10_proser_fedavg__split01__seed4__d5.0,1,2314808941
cifar10_proser_fedavg__split01__seed4__d5.0,2,3284067582
cifar10_proser_fedavg__split01__seed4__d5.0,3,150513372
cifar10_proser_fedavg__split01__seed4__d5.0,4,249360084
cifar10_proser_fedavg__split02__seed0__d0.1,0,1770066889
cifar10_proser_fedavg__split02__seed0__d0.1,1,3967144963
cifar10_proser_fedavg__split02__seed0__d0.1,2,223433324
cifar10_proser_fedavg__split02__seed0__d0.1,3,4219557471
cifar10_proser_fedavg__split02__seed0__d0.1,4,1518434086
cifar10_proser_fedavg__split02__seed0__d0.5,0,2015869542
cifar10_proser_fedavg__split02__seed0__d0.5,1,2518718308
cifar10_proser_fedavg__split02__seed0__d0.5,2,1924236389
cifar10_proser_fedavg__split02__seed0__d0.5,3,3654176550
cifar10_proser_fedavg__split02__seed0__d0.5,4,3801172606
cifar10_proser_fedavg__split02__seed0__d5.0,0,3731492653
cifar10_proser_fedavg__split02__seed0__d5.0,1,2444029563
cifar10_proser_fedavg__split02__seed0__d5.0,2,376759881
cifar10_proser_fedavg__split02__seed0__d5.0,3,829905989
cifar10_proser_fedavg__split02__seed0__d5.0,4,2096889431
cifar10_proser_fedavg__split02__seed1__d0.1,0,1457787604
cifar10_proser_fedavg__split02__seed1__d0.1,1,903842008
cifar10_proser_fedavg__split02__seed1__d0.1,2,2424046410
cifar10_proser_fedavg__split02__seed1__d0.1,3,1839266874
cifar10_proser_fedavg__split02__seed1__d0.1,4,3608329214
cifar10_proser_fedavg__split02__seed1__d0.5,0,3120561526
cifar10_proser_fedavg__split02__seed1__d0.5,1,4010816350
cifar10_proser_fedavg__split02__seed1__d0.5,2,574192225
cifar10_proser_fedavg__split02__seed1__d0.5,3,1943170875
cifar10_proser_fedavg__split02__seed1__d0.5,4,283704838
cifar10_proser_fedavg__split02__seed1__d5.0,0,3885870013
cifar10_proser_fedavg__split02__seed1__d5.0,1,56815961
cifar10_proser_fedavg__split02__seed1__d5.0,2,1253755606
cifar10_proser_fedavg__split02__seed1__d5.0,3,2955353693
cifar10_proser_fedavg__split02__seed1__d5.0,4,1766311621
cifar10_proser_fedavg__split02__seed2__d0.1,0,3798416628
cifar10_proser_fedavg__split02__seed2__d0.1,1,3075035220
cifar10_proser_fedavg__split02__seed2__d0.1,2,1670341192
cifar10_proser_fedavg__split02__seed2__d0.1,3,168301419
cifar10_proser_fedavg__split02__seed2__d0.1,4,4191211602
cifar10_proser_fedavg__split02__seed2__d0.5,0,1012352491
cifar10_proser_fedavg__split02__seed2__d0.5,1,625291811
cifar10_proser_fedavg__split02__seed2__d0.5,2,309766947
cifar10_proser_fedavg__split02__seed2__d0.5,3,3222733146
cifar10_proser_fedavg__split02__seed2__d0.5,4,1916698846
cifar10_proser_fedavg__split02__seed2__d5.0,0,354418613
cifar10_proser_fedavg__split02__seed2__d5.0,1,1240210127
cifar10_proser_fedavg__split02__seed2__d5.0,2,1090485113
cifar10_proser_fedavg__split02__seed2__d5.0,3,3121047627
cifar10_proser_fedavg__split02__seed2__d5.0,4,2616320992
cifar10_proser_fedavg__split02__seed3__d0.1,0,2300271012
cifar10_proser_fedavg__split02__seed3__d0.1,1,3202581385
cifar10_proser_fedavg__split02__seed3__d0.1,2,822899072
cifar10_proser_fedavg__split02__seed3__d0.1,3,7534306
cifar10_proser_fedavg__split02__seed3__d0.1,4,2787215392
cifar10_proser_fedavg__split02__seed3__d0.5,0,516036010
cifar10_proser_fedavg__split02__seed3__d0.5,1,1031319767
cifar10_proser_fedavg__split02__seed3__d0.5,2,1786175421
cifar10_proser_fedavg__split02__seed3__d0.5,3,3949853445
cifar10_proser_fedavg__split02__seed3__d0.5,4,29301535
cifar10_proser_fedavg__split02__seed3__d5.0,0,3423690328
cifar10_proser_fedavg__split02__seed3__d5.0,1,164510481
cifar10_proser_fedavg__split02__seed3__d5.0,2,329477939
cifar10_proser_fedavg__split02__seed3__d5.0,3,3849914165
cifar10_proser_fedavg__split02__seed3__d5.0,4,4191241989
cifar10_proser_fedavg__split02__seed4__d0.1,0,2522848458
cifar10_proser_fedavg__split02__seed4__d0.1,1,3725880957
cifar10_proser_fedavg__split02__seed4__d0.1,2,1569481553
cifar10_proser_fedavg__split02__seed4__d0.1,3,2036002307
cifar10_proser_fedavg__split02__seed4__d0.1,4,3928862169
cifar10_proser_fedavg__split02__seed4__d0.5,0,743607050
cifar10_proser_fedavg__split02__seed4__d0.5,1,2001720736
cifar10_proser_fedavg__split02__seed4__d0.5,2,1089067794
cifar10_proser_fedavg__split02__seed4__d0.5,3,1412991731
cifar10_proser_fedavg__split02__seed4__d0.5,4,4064391814
cifar10_proser_fedavg__split02__seed4__d5.0,0,3516586467
cifar10_proser_fedavg__split02__seed4__d5.0,1,225392173
cifar10_proser_fedavg__split02__seed4__d5.0,2,1393970203
cifar10_proser_fedavg__split02__seed4__d5.0,3,3897645239
cifar10_proser_fedavg__split02__seed4__d5.0,4,3900787181
cifar10_proser_fedavg__split03__seed0__d0.1,0,2751152076
cifar10_proser_fedavg__split03__seed0__d0.1,1,903813746
cifar10_proser_fedavg__split03__seed0__d0.1,2,690231839
cifar10_proser_fedavg__split03__seed0__d0.1,3,3366017814
cifar10_proser_fedavg__split03__seed0__d0.1,4,2329160695
cifar10_proser_fedavg__split03__seed0__d0.5,0,3653338278
cifar10_proser_fedavg__split03__seed0__d0.5,1,1092052507
cifar10_proser_fedavg__split03__seed0__d0.5,2,2308264008
cifar10_proser_fedavg__split03__seed0__d0.5,3,988163388
cifar10_proser_fedavg__split03__seed0__d0.5,4,979163395
cifar10_proser_fedavg__split03__seed0__d5.0,0,1363416859
cifar10_proser_fedavg__split03__seed0__d5.0,1,319720254
cifar10_proser_fedavg__split03__seed0__d5.0,2,3512755520
cifar10_proser_fedavg__split03__seed0__d5.0,3,1000569673
cifar10_proser_fedavg__split03__seed0__d5.0,4,2382160259
cifar10_proser_fedavg__split03__seed1__d0.1,0,701042212
cifar10_proser_fedavg__split03__seed1__d0.1,1,1365685345
cifar10_proser_fedavg__split03__seed1__d0.1,2,767855478
cifar10_proser_fedavg__split03__seed1__d0.1,3,3559148986
cifar10_proser_fedavg__split03__seed1__d0.1,4,170945878
cifar10_proser_fedavg__split03__seed1__d0.5,0,2979393759
cifar10_proser_fedavg__split03__seed1__d0.5,1,3261935919
cifar10_proser_fedavg__split03__seed1__d0.5,2,2000656546
cifar10_proser_fedavg__split03__seed1__d0.5,3,1865425906
cifar10_proser_fedavg__split03__seed1__d0.5,4,1053755884
cifar10_proser_fedavg__split03__seed1__d5.0,0,1404352743
cifar10_proser_fedavg__split03__seed1__d5.0,1,1521808132
cifar10_proser_fedavg__split03__seed1__d5.0,2,1815765292
cifar10_proser_fedavg__split03__seed1__d5.0,3,2663496829
cifar10_proser_fedavg__split03__seed1__d5.0,4,1790826582
cifar10_proser_fedavg__split03__seed2__d0.1,0,2127350043
cifar10_proser_fedavg__split03__seed2__d0.1,1,3408743728
cifar10_proser_fedavg__split03__seed2__d0.1,2,2368252895
cifar10_proser_fedavg__split03__seed2__d0.1,3,4262012660
cifar10_proser_fedavg__split03__seed2__d0.1,4,432497192
cifar10_proser_fedavg__split03__seed2__d0.5,0,4159753115
cifar10_proser_fedavg__split03__seed2__d0.5,1,1186156894
cifar10_proser_fedavg__split03__seed2__d0.5,2,1769141595
cifar10_proser_fedavg__split03__seed2__d0.5,3,1857275751
cifar10_proser_fedavg__split03__seed2__d0.5,4,2243390663
cifar10_proser_fedavg__split03__seed2__d5.0,0,3446654868
cifar10_proser_fedavg__split03__seed2__d5.0,1,2406324957
cifar10_proser_fedavg__split03__seed2__d5.0,2,3425454335
cifar10_proser_fedavg__split03__seed2__d5.0,3,2379260110
cifar10_proser_fedavg__split03__seed2__d5.0,4,4049336054
cifar10_proser_fedavg__split03__seed3__d0.1,0,3137791014
cifar10_proser_fedavg__split03__seed3__d0.1,1,2285260312
cifar10_proser_fedavg__split03__seed3__d0.1,2,3847727612
cifar10_proser_fedavg__split03__seed3__d0.1,3,53001467
cifar10_proser_fedavg__split03__seed3__d0.1,4,1450889397
cifar10_proser_fedavg__split03__seed3__d0.5,0,1318709907
cifar10_proser_fedavg__split03__seed3__d0.5,1,1132894733
cifar10_proser_fedavg__split03__seed3__d0.5,2,2940962198
cifar10_proser_fedavg__split03__seed3__d0.5,3,1572928508
cifar10_proser_fedavg__split03__seed3__d0.5,4,3074570520
cifar10_proser_fedavg__split03__seed3__d5.0,0,3217316520
cifar10_proser_fedavg__split03__seed3__d5.0,1,836871217
cifar10_proser_fedavg__split03__seed3__d5.0,2,175564226
cifar10_proser_fedavg__split03__seed3__d5.0,3,507914933
cifar10_proser_fedavg__split03__seed3__d5.0,4,3561359626
cifar10_proser_fedavg__split03__seed4__d0.1,0,1146652741
cifar10_proser_fedavg__split03__seed4__d0.1,1,313017987
cifar10_proser_fedavg__split03__seed4__d0.1,2,3794097329
cifar10_proser_fedavg__split03__seed4__d0.1,3,2963761376
cifar10_proser_fedavg__split03__seed4__d0.1,4,1715044064
cifar10_proser_fedavg__split03__seed4__d0.5,0,2439685233
cifar10_proser_fedavg__split03__seed4__d0.5,1,4071495647
cifar10_proser_fedavg__split03__seed4__d0.5,2,369932220
cifar10_proser_fedavg__split03__seed4__d0.5,3,2019576380
cifar10_proser_fedavg__split03__seed4__d0.5,4,971510146
cifar10_proser_fedavg__split03__seed4__d5.0,0,2941729566
cifar10_proser_fedavg__split03__seed4__d5.0,1,274802143
cifar10_proser_fedavg__split03__seed4__d5.0,2,2998331342
cifar10_proser_fedavg__split03__seed4__d5.0,3,135699708
cifar10_proser_fedavg__split03__seed4__d5.0,4,1005680348
cifar10_proser_fedavg__split04__seed0__d0.1,0,3832709216
cifar10_proser_fedavg__split04__seed0__d0.1,1,1955894516
cifar10_proser_fedavg__split04__seed0__d0.1,2,2113979958
cifar10_proser_fedavg__split04__seed0__d0.1,3,593657492
cifar10_proser_fedavg__split04__seed0__d0.1,4,4023278837
cifar10_proser_fedavg__split04__seed0__d0.5,0,1840787467
cifar10_proser_fedavg__split04__seed0__d0.5,1,3739301200
cifar10_proser_fedavg__split04__seed0__d0.5,2,621141831
cifar10_proser_fedavg__split04__seed0__d0.5,3,3833729534
cifar10_proser_fedavg__split04__seed0__d0.5,4,3687062438
cifar10_proser_fedavg__split04__seed0__d5.0,0,1703890868
cifar10_proser_fedavg__split04__seed0__d5.0,1,2352057352
cifar10_proser_fedavg__split04__seed0__d5.0,2,2118819885
cifar10_proser_fedavg__split04__seed0__d5.0,3,1817751388
cifar10_proser_fedavg__split04__seed0__d5.0,4,2410730274
cifar10_proser_fedavg__split04__seed1__d0.1,0,3391798615
cifar10_proser_fedavg__split04__seed1__d0.1,1,3298677214
cifar10_proser_fedavg__split04__seed1__d0.1,2,2247938705
cifar10_proser_fedavg__split04__seed1__d0.1,3,1991847117
cifar10_proser_fedavg__split04__seed1__d0.1,4,164520249
cifar10_proser_fedavg__split04__seed1__d0.5,0,367487946
cifar10_proser_fedavg__split04__seed1__d0.5,1,806624381
cifar10_proser_fedavg__split04__seed1__d0.5,2,706946995
cifar10_proser_fedavg__split04__seed1__d0.5,3,2186677387
cifar10_proser_fedavg__split04__seed1__d0.5,4,115074009
cifar10_proser_fedavg__split04__seed1__d5.0,0,1650678017
cifar10_proser_fedavg__split04__seed1__d5.0,1,4263915619
cifar10_proser_fedavg__split04__seed1__d5.0,2,764182502
cifar10_proser_fedavg__split04__seed1__d5.0,3,3077657385
cifar10_proser_fedavg__split04__seed1__d5.0,4,3177244211
cifar10_proser_fedavg__split04__seed2__d0.1,0,2768605171
cifar10_proser_fedavg__split04__seed2__d0.1,1,78893615
cifar10_proser_fedavg__split04__seed2__d0.1,2,3215619910
cifar10_proser_fedavg__split04__seed2__d0.1,3,2236860861
cifar10_proser_fedavg__split04__seed2__d0.1,4,3179818316
cifar10_proser_fedavg__split04__seed2__d0.5,0,3323853719
cifar10_proser_fedavg__split04__seed2__d0.5,1,2487827926
cifar10_proser_fedavg__split04__seed2__d0.5,2,900103112
cifar10_proser_fedavg__split04__seed2__d0.5,3,1804192079
cifar10_proser_fedavg__split04__seed2__d0.5,4,3859248903
cifar10_proser_fedavg__split04__seed2__d5.0,0,3175132731
cifar10_proser_fedavg__split04__seed2__d5.0,1,1225453514
cifar10_proser_fedavg__split04__seed2__d5.0,2,3495459085
cifar10_proser_fedavg__split04__seed2__d5.0,3,2092898824
cifar10_proser_fedavg__split04__seed2__d5.0,4,381956709
cifar10_proser_fedavg__split04__seed3__d0.1,0,4183846511
cifar10_proser_fedavg__split04__seed3__d0.1,1,4103714379
cifar10_proser_fedavg__split04__seed3__d0.1,2,2382920502
cifar10_proser_fedavg__split04__seed3__d0.1,3,2564949922
cifar10_proser_fedavg__split04__seed3__d0.1,4,620394145
cifar10_proser_fedavg__split04__seed3__d0.5,0,1110992821
cifar10_proser_fedavg__split04__seed3__d0.5,1,1008705986
cifar10_proser_fedavg__split04__seed3__d0.5,2,4107009897
cifar10_proser_fedavg__split04__seed3__d0.5,3,911305581
cifar10_proser_fedavg__split04__seed3__d0.5,4,3258470133
cifar10_proser_fedavg__split04__seed3__d5.0,0,2330133926
cifar10_proser_fedavg__split04__seed3__d5.0,1,1219540459
cifar10_proser_fedavg__split04__seed3__d5.0,2,29187328
cifar10_proser_fedavg__split04__seed3__d5.0,3,1170886413
cifar10_proser_fedavg__split04__seed3__d5.0,4,2532292990
cifar10_proser_fedavg__split04__seed4__d0.1,0,2639208151
cifar10_proser_fedavg__split04__seed4__d0.1,1,3590484044
cifar10_proser_fedavg__split04__seed4__d0.1,2,3068501478
cifar10_proser_fedavg__split04__seed4__d0.1,3,1717208307
cifar10_proser_fedavg__split04__seed4__d0.1,4,2908750770
cifar10_proser_fedavg__split04__seed4__d0.5,0,2352763720
cifar10_proser_fedavg__split04__seed4__d0.5,1,2475156944
cifar10_proser_fedavg__split04__seed4__d0.5,2,1070577072
cifar10_proser_fedavg__split04__seed4__d0.5,3,1561028558
cifar10_proser_fedavg__split04__seed4__d0.5,4,175584587
cifar10_proser_fedavg__split04__seed4__d5.0,0,161591658
cifar10_proser_fedavg__split04__seed4__d5.0,1,216188452
cifar10_proser_fedavg__split04__seed4__d5.0,2,109929769
cifar10_proser_fedavg__split04__seed4__d5.0,3,3264498183
cifar10_proser_fedavg__split04__seed4__d5.0,4,476289285
cifar10_proser_fedavg__split05__seed0__d0.1,0,3269806302
cifar10_proser_fedavg__split05__seed0__d0.1,1,669747357
cifar10_proser_fedavg__split05__seed0__d0.1,2,2890371530
cifar10_proser_fedavg__split05__seed0__d0.1,3,3191597960
cifar10_proser_fedavg__split05__seed0__d0.1,4,46665488
cifar10_proser_fedavg__split05__seed0__d0.5,0,1812158860
cifar10_proser_fedavg__split05__seed0__d0.5,1,303438462
cifar10_proser_fedavg__split05__seed0__d0.5,2,1354222219
cifar10_proser_fedavg__split05__seed0__d0.5,3,995766556
cifar10_proser_fedavg__split05__seed0__d0.5,4,2625814563
cifar10_proser_fedavg__split05__seed0__d5.0,0,1562540777
cifar10_proser_fedavg__split05__seed0__d5.0,1,3372894247
cifar10_proser_fedavg__split05__seed0__d5.0,2,3997035838
cifar10_proser_fedavg__split05__seed0__d5.0,3,3411748091
cifar10_proser_fedavg__split05__seed0__d5.0,4,4083583744
cifar10_proser_fedavg__split05__seed1__d0.1,0,1818592125
cifar10_proser_fedavg__split05__seed1__d0.1,1,699982515
cifar10_proser_fedavg__split05__seed1__d0.1,2,2195085119
cifar10_proser_fedavg__split05__seed1__d0.1,3,3338435978
cifar10_proser_fedavg__split05__seed1__d0.1,4,2692630311
cifar10_proser_fedavg__split05__seed1__d0.5,0,3769453076
cifar10_proser_fedavg__split05__seed1__d0.5,1,2523155207
cifar10_proser_fedavg__split05__seed1__d0.5,2,3631587408
cifar10_proser_fedavg__split05__seed1__d0.5,3,3873303059
cifar10_proser_fedavg__split05__seed1__d0.5,4,1934396551
cifar10_proser_fedavg__split05__seed1__d5.0,0,453175609
cifar10_proser_fedavg__split05__seed1__d5.0,1,3922030475
cifar10_proser_fedavg__split05__seed1__d5.0,2,2438570321
cifar10_proser_fedavg__split05__seed1__d5.0,3,190073106
cifar10_proser_fedavg__split05__seed1__d5.0,4,1070237222
cifar10_proser_fedavg__split05__seed2__d0.1,0,903982054
cifar10_proser_fedavg__split05__seed2__d0.1,1,3224882425
cifar10_proser_fedavg__split05__seed2__d0.1,2,3273481254
cifar10_proser_fedavg__split05__seed2__d0.1,3,2156230950
cifar10_proser_fedavg__split05__seed2__d0.1,4,3199384118
cifar10_proser_fedavg__split05__seed2__d0.5,0,3517821857
cifar10_proser_fedavg__split05__seed2__d0.5,1,1894085870
cifar10_proser_fedavg__split05__seed2__d0.5,2,663573138
cifar10_proser_fedavg__split05__seed2__d0.5,3,1200397806
cifar10_proser_fedavg__split05__seed2__d0.5,4,2926676648
cifar10_proser_fedavg__split05__seed2__d5.0,0,3331069113
cifar10_proser_fedavg__split05__seed2__d5.0,1,861348245
cifar10_proser_fedavg__split05__seed2__d5.0,2,394987903
cifar10_proser_fedavg__split05__seed2__d5.0,3,3933363324
cifar10_proser_fedavg__split05__seed2__d5.0,4,3404983639
cifar10_proser_fedavg__split05__seed3__d0.1,0,3091950820
cifar10_proser_fedavg__split05__seed3__d0.1,1,2346380486
cifar10_proser_fedavg__split05__seed3__d0.1,2,573998529
cifar10_proser_fedavg__split05__seed3__d0.1,3,720344766
cifar10_proser_fedavg__split05__seed3__d0.1,4,762824566
cifar10_proser_fedavg__split05__seed3__d0.5,0,3636207018
cifar10_proser_fedavg__split05__seed3__d0.5,1,2380269269
cifar10_proser_fedavg__split05__seed3__d0.5,2,1924351729
cifar10_proser_fedavg__split05__seed3__d0.5,3,3144192210
cifar10_proser_fedavg__split05__seed3__d0.5,4,3024857820
cifar10_proser_fedavg__split05__seed3__d5.0,0,734484369
cifar10_proser_fedavg__split05__seed3__d5.0,1,1073649710
cifar10_proser_fedavg__split05__seed3__d5.0,2,1547176738
cifar10_proser_fedavg__split05__seed3__d5.0,3,1384099138
cifar10_proser_fedavg__split05__seed3__d5.0,4,1823303817
cifar10_proser_fedavg__split05__seed4__d0.1,0,4269766024
cifar10_proser_fedavg__split05__seed4__d0.1,1,4207372008
cifar10_proser_fedavg__split05__seed4__d0.1,2,1649320858
cifar10_proser_fedavg__split05__seed4__d0.1,3,2145256618
cifar10_proser_fedavg__split05__seed4__d0.1,4,2684974904
cifar10_proser_fedavg__split05__seed4__d0.5,0,9490780
cifar10_proser_fedavg__split05__seed4__d0.5,1,1421845138
cifar10_proser_fedavg__split05__seed4__d0.5,2,1289492496
cifar10_proser_fedavg__split05__seed4__d0.5,3,2618131561
cifar10_proser_fedavg__split05__seed4__d0.5,4,872563429
cifar10_proser_fedavg__split05__seed4__d5.0,0,2150335824
cifar10_proser_fedavg__split05__seed4__d5.0,1,132210351
cifar10_proser_fedavg__split05__seed4__d5.0,2,1060375291
cifar10_proser_fedavg__split05__seed4__d5.0,3,3760002876
cifar10_proser_fedavg__split05__seed4__d5.0,4,2645866785
cifar10_proser_fedavg__split06__seed0__d0.1,0,147022366
cifar10_proser_fedavg__split06__seed0__d0.1,1,2999400406
cifar10_proser_fedavg__split06__seed0__d0.1,2,3420933919
cifar10_proser_fedavg__split06__seed0__d0.1,3,3777343961
cifar10_proser_fedavg__split06__seed0__d0.1,4,516534378
cifar10_proser_fedavg__split06__seed0__d0.5,0,2543603897
cifar10_proser_fedavg__split06__seed0__d0.5,1,1613931122
cifar10_proser_fedavg__split06__seed0__d0.5,2,2307142221
cifar10_proser_fedavg__split06__seed0__d0.5,3,2374403294
cifar10_proser_fedavg__split06__seed0__d0.5,4,1005794017
cifar10_proser_fedavg__split06__seed0__d5.0,0,2927749726
cifar10_proser_fedavg__split06__seed0__d5.0,1,3586292346
cifar10_proser_fedavg__split06__seed0__d5.0,2,978570
cifar10_proser_fedavg__split06__seed0__d5.0,3,377411946
cifar10_proser_fedavg__split06__seed0__d5.0,4,1153959998
cifar10_proser_fedavg__split06__seed1__d0.1,0,1999431811
cifar10_proser_fedavg__split06__seed1__d0.1,1,2994617021
cifar10_proser_fedavg__split06__seed1__d0.1,2,4167412870
cifar10_proser_fedavg__split06__seed1__d0.1,3,1106078122
cifar10_proser_fedavg__split06__seed1__d0.1,4,2994421999
cifar10_proser_fedavg__split06__seed1__d0.5,0,2361624844
cifar10_proser_fedavg__split06__seed1__d0.5,1,2577461410
cifar10_proser_fedavg__split06__seed1__d0.5,2,2767368460
cifar10_proser_fedavg__split06__seed1__d0.5,3,4285306153
cifar10_proser_fedavg__split06__seed1__d0.5,4,2063613485
cifar10_proser_fedavg__split06__seed1__d5.0,0,737862679
cifar10_proser_fedavg__split06__seed1__d5.0,1,3968333459
cifar10_proser_fedavg__split06__seed1__d5.0,2,2629933015
cifar10_proser_fedavg__split06__seed1__d5.0,3,2260258038
cifar10_proser_fedavg__split06__seed1__d5.0,4,338408897
cifar10_proser_fedavg__split06__seed2__d0.1,0,1097750514
cifar10_proser_fedavg__split06__seed2__d0.1,1,291876367
cifar10_proser_fedavg__split06__seed2__d0.1,2,1965260158
cifar10_proser_fedavg__split06__seed2__d0.1,3,915115829
cifar10_proser_fedavg__split06__seed2__d0.1,4,1126122272
cifar10_proser_fedavg__split06__seed2__d0.5,0,3820126452
cifar10_proser_fedavg__split06__seed2__d0.5,1,441946296
cifar10_proser_fedavg__split06__seed2__d0.5,2,1679999974
cifar10_proser_fedavg__split06__seed2__d0.5,3,1747318170
cifar10_proser_fedavg__split06__seed2__d0.5,4,1485205233
cifar10_proser_fedavg__split06__seed2__d5.0,0,4164917199
cifar10_proser_fedavg__split06__seed2__d5.0,1,2096251267
cifar10_proser_fedavg__split06__seed2__d5.0,2,1014573937
cifar10_proser_fedavg__split06__seed2__d5.0,3,4010292452
cifar10_proser_fedavg__split06__seed2__d5.0,4,2659294831
cifar10_proser_fedavg__split06__seed3__d0.1,0,3434649937
cifar10_proser_fedavg__split06__seed3__d0.1,1,2883575515
cifar10_proser_fedavg__split06__seed3__d0.1,2,1878337425
cifar10_proser_fedavg__split06__seed3__d0.1,3,3756809162
cifar10_proser_fedavg__split06__seed3__d0.1,4,909542189
cifar10_proser_fedavg__split06__seed3__d0.5,0,3385323762
cifar10_proser_fedavg__split06__seed3__d0.5,1,3281768684
cifar10_proser_fedavg__split06__seed3__d0.5,2,4033518520
cifar10_proser_fedavg__split06__seed3__d0.5,3,2198056574
cifar10_proser_fedavg__split06__seed3__d0.5,4,2679074197
cifar10_proser_fedavg__split06__seed3__d5.0,0,451383545
cifar10_proser_fedavg__split06__seed3__d5.0,1,1672540007
cifar10_proser_fedavg__split06__seed3__d5.0,2,594807192
cifar10_proser_fedavg__split06__seed3__d5.0,3,3821558444
cifar10_proser_fedavg__split06__seed3__d5.0,4,4270373309
cifar10_proser_fedavg__split06__seed4__d0.1,0,2504679850
cifar10_proser_fedavg__split06__seed4__d0.1,1,182708775
cifar10_proser_fedavg__split06__seed4__d0.1,2,1425520692
cifar10_proser_fedavg__split06__seed4__d0.1,3,1188750666
cifar10_proser_fedavg__split06__seed4__d0.1,4,2465516188
cifar10_proser_fedavg__split06__seed4__d0.5,0,1300970782
cifar10_proser_fedavg__split06__seed4__d0.5,1,4211340831
cifar10_proser_fedavg__split06__seed4__d0.5,2,418610871
cifar10_proser_fedavg__split06__seed4__d0.5,3,2758095766
cifar10_proser_fedavg__split06__seed4__d0.5,4,1502799894
cifar10_proser_fedavg__split06__seed4__d5.0,0,1542667152
cifar10_proser_fedavg__split06__seed4__d5.0,1,2742000292
cifar10_proser_fedavg__split06__seed4__d5.0,2,13990743
cifar10_proser_fedavg__split06__seed4__d5.0,3,1693439179
cifar10_proser_fedavg__split06__seed4__d5.0,4,1974111830
cifar10_proser_fedavg__split07__seed0__d0.1,0,4207256102
cifar10_proser_fedavg__split07__seed0__d0.1,1,2340197774
cifar10_proser_fedavg__split07__seed0__d0.1,2,3750220981
cifar10_proser_fedavg__split07__seed0__d0.1,3,1670386359
cifar10_proser_fedavg__split07__seed0__d0.1,4,3411246703
cifar10_proser_fedavg__split07__seed0__d0.5,0,3540346450
cifar10_proser_fedavg__split07__seed0__d0.5,1,3439330546
cifar10_proser_fedavg__split07__seed0__d0.5,2,1726755878
cifar10_proser_fedavg__split07__seed0__d0.5,3,2254347360
cifar10_proser_fedavg__split07__seed0__d0.5,4,137661902
cifar10_proser_fedavg__split07__seed0__d5.0,0,4046386356
cifar10_proser_fedavg__split07__seed0__d5.0,1,1356092886
cifar10_proser_fedavg__split07__seed0__d5.0,2,2079258891
cifar10_proser_fedavg__split07__seed0__d5.0,3,975045453
cifar10_proser_fedavg__split07__seed0__d5.0,4,952269595
cifar10_proser_fedavg__split07__seed1__d0.1,0,249150811
cifar10_proser_fedavg__split07__seed1__d0.1,1,3196055219
cifar10_proser_fedavg__split07__seed1__d0.1,2,60699599
cifar10_proser_fedavg__split07__seed1__d0.1,3,1527890352
cifar10_proser_fedavg__split07__seed1__d0.1,4,3328440054
cifar10_proser_fedavg__split07__seed1__d0.5,0,1254061113
cifar10_proser_fedavg__split07__seed1__d0.5,1,50985693
cifar10_proser_fedavg__split07__seed1__d0.5,2,1352232812
cifar10_proser_fedavg__split07__seed1__d0.5,3,3558639730
cifar10_proser_fedavg__split07__seed1__d0.5,4,82376614
cifar10_proser_fedavg__split07__seed1__d5.0,0,2790217618
cifar10_proser_fedavg__split07__seed1__d5.0,1,1861340317
cifar10_proser_fedavg__split07__seed1__d5.0,2,3777221388
cifar10_proser_fedavg__split07__seed1__d5.0,3,3427984250
cifar10_proser_fedavg__split07__seed1__d5.0,4,1759756128
cifar10_proser_fedavg__split07__seed2__d0.1,0,4079728212
cifar10_proser_fedavg__split07__seed2__d0.1,1,2512962401
cifar10_proser_fedavg__split07__seed2__d0.1,2,2000752152
cifar10_proser_fedavg__split07__seed2__d0.1,3,3995499019
cifar10_proser_fedavg__split07__seed2__d0.1,4,1437707589
cifar10_proser_fedavg__split07__seed2__d0.5,0,190412590
cifar10_proser_fedavg__split07__seed2__d0.5,1,3596951772
cifar10_proser_fedavg__split07__seed2__d0.5,2,358382498
cifar10_proser_fedavg__split07__seed2__d0.5,3,2471559011
cifar10_proser_fedavg__split07__seed2__d0.5,4,2086467251
cifar10_proser_fedavg__split07__seed2__d5.0,0,1387520834
cifar10_proser_fedavg__split07__seed2__d5.0,1,2234447937
cifar10_proser_fedavg__split07__seed2__d5.0,2,1101714578
cifar10_proser_fedavg__split07__seed2__d5.0,3,2158218916
cifar10_proser_fedavg__split07__seed2__d5.0,4,1730148476
