semantic_id,alpha,M,ordered_family_sha256
cifar10_proser_fedavg__split04__seed2__d0.1,0.2,12,9ccc0ec460e87986065454f72e3f9fb773ab10bd3339b14785161c8fdb507bdf
cifar10_proser_fedavg__split04__seed2__d0.1,0.25,12,70cd4a72d4836c954076725cbed87d98f31201591de8c75177f121ea5ab9926f
cifar10_proser_fedavg__split04__seed2__d0.1,0.3,12,011b34439f42f1ba2ba973c6a8d50239d585931b4c7e72258c51bf64cb04c165
cifar10_proser_fedavg__split04__seed2__d0.5,0.05,12,b1bc6542c99d4c2414fdf40415fdd489df0f4a9577050c558fafd85be997ff9e
cifar10_proser_fedavg__split04__seed2__d0.5,0.1,12,435b548302914f847c044d06cea6fc49279b6658792ab27d034122c2f7f62b4b
cifar10_proser_fedavg__split04__seed2__d0.5,0.15,12,b7e8c5e8b0f82deb050269d2e95c3333815fbddcb6ce6832c412e00d24229a58
cifar10_proser_fedavg__split04__seed2__d0.5,0.2,12,08a8514fc3797191864544543e501cad4080bd348c1bb851f9fa46b00766e555
cifar10_proser_fedavg__split04__seed2__d0.5,0.25,12,49890c66efbe1bd4ef27149a3e8b75d6bade6cf24b16fee4eb1123dda9a11951
cifar10_proser_fedavg__split04__seed2__d0.5,0.3,12,e4a19b7b22c29e5c4ac8d39c8d591dde9fdd43da96c73256e345035efd2062e2
cifar10_proser_fedavg__split04__seed2__d5.0,0.05,12,4ea904767e03fab9ff2cad10922b0d6bf71af290351cbfedbf42003ab8716645
cifar10_proser_fedavg__split04__seed2__d5.0,0.1,12,20d385585e90c3824a816ecfaf029157b1c7fe64b7b7377b97eb204edad5b56d
cifar10_proser_fedavg__split04__seed2__d5.0,0.15,12,8c86c15d0719fcf51fbbe846fbdb15d4b457e20151c627fdf3508ac11fd8c8cc
cifar10_proser_fedavg__split04__seed2__d5.0,0.2,12,0037e99396109512cf0cec1e0bfeffc5e727b696a9d4cbcc0f67be8efce64bba
cifar10_proser_fedavg__split04__seed2__d5.0,0.25,12,7c3ad54446f78a09fa199036a62073d297babce19026c8776c46d7379b47a154
cifar10_proser_fedavg__split04__seed2__d5.0,0.3,12,c6d36d8c7d336b15eddc8352a46a143dcd8d6ae2649fd296f739556d5edba6fe
cifar10_proser_fedavg__split04__seed3__d0.1,0.05,12,a325d5d7209686b72da459a706324827402b8dd57efe1a642138bc30162b00c5
cifar10_proser_fedavg__split04__seed3__d0.1,0.1,12,d2ed5eed3bcb9795b5e229a86f3ae453a91667f6d62ceb5e36acd26a31926da9
cifar10_proser_fedavg__split04__seed3__d0.1,0.15,12,dda3bccbbd1826ad2616b9e86d30d1f4053dd8b7eeaf1ec2d5e0b3a9d93a90b0
cifar10_proser_fedavg__split04__seed3__d0.1,0.2,12,35783b0e6e4a7fb667dd48ad32f19a0750feb7fd7737efec039f4fa165b36bc7
cifar10_proser_fedavg__split04__seed3__d0.1,0.25,12,f25673aaab940cc81af81e5e52401881ac7117642a1e512168e42a89202406c3
cifar10_proser_fedavg__split04__seed3__d0.1,0.3,12,27bd7875845fda145a4b9145b56545a10f394db1e4ed9f9533573fe16a096e52
cifar10_proser_fedavg__split04__seed3__d0.5,0.05,12,33899c0dc44d6bdf6794fa659c6aae51549a32b1b42659d7aa9675c940a33c26
cifar10_proser_fedavg__split04__seed3__d0.5,0.1,12,59b62cc8a9d1b2fb23c13b5f1538ee9f27dc1f1ebad092639c00ad2dc847585a
cifar10_proser_fedavg__split04__seed3__d0.5,0.15,12,50dcfeba9a24837b0a02d9377b2b6387a8563608d24ace5fd980d359b3c11cef
cifar10_proser_fedavg__split04__seed3__d0.5,0.2,12,e51069eec14037b4ce206a99f28e3bf57bcf47658d37819faf8b5f4935862c19
cifar10_proser_fedavg__split04__seed3__d0.5,0.25,12,822afea01ec55a74d8fa9922e94fa41bad3e477d4d229387cc0e72c491a8311e
cifar10_proser_fedavg__split04__seed3__d0.5,0.3,12,61fe4f09c2da29ce67c83a457b93c1e25bf6757b30085f6ebc5a02862867a86f
cifar10_proser_fedavg__split04__seed3__d5.0,0.05,12,d4424a476b14f939afe0732c2f0d5f665bf6b2f88d056af9b8fb3176f50b6644
cifar10_proser_fedavg__split04__seed3__d5.0,0.1,12,818b83f06a0a53f7cca528a4392d9ae85d55557070bef7b9472faf4bb8ef2b5f
cifar10_proser_fedavg__split04__seed3__d5.0,0.15,12,661793c05cb5006322e88fe2b5c0eb1a5c1aef3544034dc9dbb953c0c0625f6c
cifar10_proser_fedavg__split04__seed3__d5.0,0.2,12,68572c5a6dc7b60a564e7749df8d4ee1e0572bd7d2b797357a33dad3137ee384
cifar10_proser_fedavg__split04__seed3__d5.0,0.25,12,fcb23bce2df6352674ae5004e3b5c8946e5f2ea752f032430963747340829239
cifar10_proser_fedavg__split04__seed3__d5.0,0.3,12,a12d6af4ec0ac5aa3efbf0c75daaf7f3e9c5a17e209ddb06fcbf64c63c55cd3a
cifar10_proser_fedavg__split04__seed4__d0.1,0.05,12,f6ec7e93a65ea4cc55ed51d908d8bac84378a9087dacd3e8b7013be963542578
cifar10_proser_fedavg__split04__seed4__d0.1,0.1,12,a7a080bcb65e7d23a9774850f6693342dd259817fa7d1f39dd27debd045bf9f2
cifar10_proser_fedavg__split04__seed4__d0.1,0.15,12,068e1ca6c8e848372db36396eee9cff8140e1b61dbfa1dc567a7bd1507e54358
cifar10_proser_fedavg__split04__seed4__d0.1,0.2,12,00f4231ff08a3c70331c2b03984efcf776fefb713bdebd780415499779dcf217
cifar10_proser_fedavg__split04__seed4__d0.1,0.25,12,11a431b06ddbcf85ad77b9e4dd37d6faa3ec7b17bb24ba318bf4c62ff6813513
cifar10_proser_fedavg__split04__seed4__d0.1,0.3,12,ebe2edc326dada447b3a8e65128f865b1fccf80fe90781653691d669930480cf
cifar10_proser_fedavg__split04__seed4__d0.5,0.05,12,5f846e700ad6be911e9c14d4b7b61565d3215b2306438a08b62c7c3e5a8d34d5
cifar10_proser_fedavg__split04__seed4__d0.5,0.1,12,664f81c542021d783584a7d812d4a63227781fd7556de8f1d4c6219e823e9586
cifar10_proser_fedavg__split04__seed4__d0.5,0.15,12,6e371ae56352985bb9f73b7275439b030dcbf37857112ce4211f1f7b9100255b
cifar10_proser_fedavg__split04__seed4__d0.5,0.2,12,50dec172a1bb3f89607beef40064e161d95a7b797da3d537e0e642c847ded098
cifar10_proser_fedavg__split04__seed4__d0.5,0.25,12,49e8d977cc85944b669081637232aa01791428ce634e06734b7a7a4e83525126
cifar10_proser_fedavg__split04__seed4__d0.5,0.3,12,91776fea0ad4c0061c5a121ff8312fcfe4d4497dbaa4f023c869e13aa171b362
cifar10_proser_fedavg__split04__seed4__d5.0,0.05,12,5642ccd3d013095241f99102c7202373004ad74ca5df97d9cda4c21368c30239
cifar10_proser_fedavg__split04__seed4__d5.0,0.1,12,0e363b8e9f9476e41863ee06e1389d2814cc25dd583b32fbe94342eb87f13566
cifar10_proser_fedavg__split04__seed4__d5.0,0.15,12,2f83d802d8cafee2a03dbb835035d390eb2a682347219f38c9248e68a4c5dde0
cifar10_proser_fedavg__split04__seed4__d5.0,0.2,12,f106249fc7d393bab126a2d7bbd281298b66d0d776613651cc9bffee674cc19a
cifar10_proser_fedavg__split04__seed4__d5.0,0.25,12,81ace70c37545540abf3177a04182f504ddc4c07a7e58b809f2be720e279b864
cifar10_proser_fedavg__split04__seed4__d5.0,0.3,12,a62110487aaa170278e74629f2bcc6b378862f2563aa10cd7ca191563bb05e58
cifar10_proser_fedavg__split05__seed0__d0.1,0.05,12,1477c186456f7eb02f579fcc97a9c9bb72be8b54730758174498f70f83c5fcb9
cifar10_proser_fedavg__split05__seed0__d0.1,0.1,12,9a62d092ba429a58860a2751732d2db3291a732e69bf0a30b8c617ec6ed2cc75
cifar10_proser_fedavg__split05__seed0__d0.1,0.15,12,1566839aa62086a191f8021c26392fd7b1753bfe932521bac946bf0c452d166e
cifar10_proser_fedavg__split05__seed0__d0.1,0.2,12,56612c4c7fd84ac251362d2a37987c274b39e7ef44ca2516be7ba4e7c9677c78
cifar10_proser_fedavg__split05__seed0__d0.1,0.25,12,070f8eb30fa411ad6f8de8153b5be21eaee85e3ca98e5114bdd12dbb80a703ac
cifar10_proser_fedavg__split05__seed0__d0.1,0.3,12,286bccab8784c17edc091ab4f6c0634d32fb7cd455f7fe30d77a1219dcdf5b0d
cifar10_proser_fedavg__split05__seed0__d0.5,0.05,12,d78c24b9e2e0692964dde56f3c3fa14ef71466e31a51a069c39fc94a1bb84f27
cifar10_proser_fedavg__split05__seed0__d0.5,0.1,12,191bc0e1daddcecc42a32a511c9860d54e65d3321689db5bc9d0827eb8b23546
cifar10_proser_fedavg__split05__seed0__d0.5,0.15,12,e5262763b5731e5323a3dae07c140ab8ce5397a8ce869415f29b6ecd984387b9
cifar10_proser_fedavg__split05__seed0__d0.5,0.2,12,7a22c5871cd077babbf15a46bdf38e483a37672e4f183bffcfac2e42bfc78ee9
cifar10_proser_fedavg__split05__seed0__d0.5,0.25,12,26540d3511a0072f9a1ca495a617c2b7559e72a13d5b694909d9915e1a31fb63
cifar10_proser_fedavg__split05__seed0__d0.5,0.3,12,d98aab136b7a72b1bb39a99e1bab3e7c12f484c833c4841c4dfd96841e6b72a8
cifar10_proser_fedavg__split05__seed0__d5.0,0.05,12,6005026deff048a4072fd848704a509380b911a9a74eeb4c6b7037a1447d3122
cifar10_proser_fedavg__split05__seed0__d5.0,0.1,12,81866826b8afe9188cd89317f7cf33e818ad662d692143d780886163c824b267
cifar10_proser_fedavg__split05__seed0__d5.0,0.15,12,a932267e087c2c029a64d37b1023036cbcd71016370c12e7e37c0e3f90b4012b
cifar10_proser_fedavg__split05__seed0__d5.0,0.2,12,7dd5eeaeb8dbbc464d9cffe5ac8b27ad83ff80a89b8aa46f90e66e2f5a212c56
cifar10_proser_fedavg__split05__seed0__d5.0,0.25,12,e8cbaa297cfa6770b04ab03de1d5b849fb11cc10a58e014a0bfa0a635cf7132c
cifar10_proser_fedavg__split05__seed0__d5.0,0.3,12,a152b37fad7bff30cb15bd3275f89edf7c3e72bcad6b9b6f951ac24a2e14ac40
cifar10_proser_fedavg__split05__seed1__d0.1,0.05,12,dd1f8c929dbf0302407d92dfd272c456fe334613abd75839d3817c86ab8f61b8
cifar10_proser_fedavg__split05__seed1__d0.1,0.1,12,e78e582b78178542feecf66dfa767aa3e202328075cff543c550535f686f6afa
cifar10_proser_fedavg__split05__seed1__d0.1,0.15,12,5ac1572281b760c51e301507ff934c1de813a6cf21e030967e4e6b6ddacc220b
cifar10_proser_fedavg__split05__seed1__d0.1,0.2,12,f6828a965474cd2068285574f14fd01fa1fdd77222c6c4c0d76a0d60f2951063
cifar10_proser_fedavg__split05__seed1__d0.1,0.25,12,66d1616af9e461b969a8778a560a3589c25cdb0f1eef33f93a9e245b87d1313e
cifar10_proser_fedavg__split05__seed1__d0.1,0.3,12,9f22efa5a054ae98cc0f615ac28c9b61cb48c705b7a3e9184db8d50d7428dbe2
cifar10_proser_fedavg__split05__seed1__d0.5,0.05,12,b883b959dc0fc9ed2c8114e6e4ea9985868d8fddb860293d4242d1fbabbcac75
cifar10_proser_fedavg__split05__seed1__d0.5,0.1,12,ac2f56328b599d0469933d2d86fc6573664cd912bed1313242dfe3d20f948cbd
cifar10_proser_fedavg__split05__seed1__d0.5,0.15,12,718f1e9704e511271c016df04c5fdd1ee1ede73b884f1584b4a9fcb5418692d3
cifar10_proser_fedavg__split05__seed1__d0.5,0.2,12,ca5f54b536dcaaafadfa8bc8203b5658cf3cb65931d293ba2398e490be0ccfd8
cifar10_proser_fedavg__split05__seed1__d0.5,0.25,12,ea1d98c633a5326ee5ea050e1482c775f48ec48a27537fa45e01b9d9052213e3
cifar10_proser_fedavg__split05__seed1__d0.5,0.3,12,6fa112ef073de50309bd49ce7eaa54f15445929090c3cf331c95b1bb0a84f4dd
cifar10_proser_fedavg__split05__seed1__d5.0,0.05,12,173896c3d9e09ed628781297a27ad6d8c590e8cf1eae31ba2e094b2c973bb274
cifar10_proser_fedavg__split05__seed1__d5.0,0.1,12,642a60686fbf18a52ceb14434c6c67376ac20529974de70555684d766d021443
cifar10_proser_fedavg__split05__seed1__d5.0,0.15,12,49b8e0e9b3f3797b3b67e74602f8d88ebf847f2365070323b1d5da13a997c2a5
cifar10_proser_fedavg__split05__seed1__d5.0,0.2,12,7ee0a085c7cdf760efb6cd3935424b8e325eb7c4c416345abf7771e243512e2e
cifar10_proser_fedavg__split05__seed1__d5.0,0.25,12,f18ba75cad80daa7555819cc5baeab8c847269b22e470d2228c12498da709869
cifar10_proser_fedavg__split05__seed1__d5.0,0.3,12,71736c67ae926d57e6a3d4421fa1a6a773fc520bc7481330984a08fa32d61c2e
cifar10_proser_fedavg__split05__seed2__d0.1,0.05,12,baa7cb7ad3dfec056ff728257702fd20ee51a92d95763bc36ee4c4274caa0a4a
cifar10_proser_fedavg__split05__seed2__d0.1,0.1,12,0e5e91860f03cf4cfc4badd0ecbdab9ced844f3d6a14cc1983f1cf52a57d4430
cifar10_proser_fedavg__split05__seed2__d0.1,0.15,12,b51b8a2b43eda995bf0ff2898630660de2aea0812a8665784b5692c9b5094758
cifar10_proser_fedavg__split05__seed2__d0.1,0.2,12,fdc38fb057cf791a00af4f3e731a0445e94d1990aedde819e7a1bc0a73caefba
cifar10_proser_fedavg__split05__seed2__d0.1,0.25,12,1f4225660000fe4fa4de1e030930c865ece4e789b3dc3489f363a6be16ebc309
cifar10_proser_fedavg__split05__seed2__d0.1,0.3,12,88ea96c8b9911ba33bc36ec6942df7234ea6698f200465cdc596db30d7a43d16
cifar10_proser_fedavg__split05__seed2__d0.5,0.05,12,19943e8f7bf3f7adfb50c3869fb79f320798ca61fdb1f7b18d4f7030b4a89741
cifar10_proser_fedavg__split05__seed2__d0.5,0.1,12,b782fa873bffc6c1a0c474bbb0ba6534a3e11f7baee070537341bc635567f04c
cifar10_proser_fedavg__split05__seed2__d0.5,0.15,12,d04224b433184346968aba80270a063b3a6d63ad9d6cf85e88976a92e3ceb532
cifar10_proser_fedavg__split05__seed2__d0.5,0.2,12,8aa2c9353d286d8cb88579309c60144b85473e695c218ae859227b1ec1eac62c
cifar10_proser_fedavg__split05__seed2__d0.5,0.25,12,08defd638b9f2deea1091720cdc80ff5bd8d85e415dead6198cd83902d15d1c5
cifar10_proser_fedavg__split05__seed2__d0.5,0.3,12,a10c06b3c95806d807950a29080fa6a91f05a5c6b2b503c696bf18bcb4368c5d
cifar10_proser_fedavg__split05__seed2__d5.0,0.05,12,1b2291bd5bea305b4426aa537be966a561b83c459d41f3c9fe72e9d877767051
cifar10_proser_fedavg__split05__seed2__d5.0,0.1,12,7cc0c9dc96c1f002c7e2c89799f13095df4a9aadaee6dd375dafca2a4ba4a48e
cifar10_proser_fedavg__split05__seed2__d5.0,0.15,12,f8f12f3e9451acd1c9c7adbeef6c80a66c167f690c28f0fb84e55574b26d9339
cifar10_proser_fedavg__split05__seed2__d5.0,0.2,12,9dd6d875552b2ba75b390ef6c3fb405af19a49667c4a20d18a968dba4534b66d
cifar10_proser_fedavg__split05__seed2__d5.0,0.25,12,87e380f2d3fb374c605483322ed4b988c28797d8d830a8c7e97334abf48d2e17
cifar10_proser_fedavg__split05__seed2__d5.0,0.3,12,8d96198e5f73f6c15182fa807ab7f0d0485af3a271644ad33354b6a000f6387f
cifar10_proser_fedavg__split05__seed3__d0.1,0.05,12,a0aa4ec348b39bca39f16cf1472125f83d15657c70b5ab4a4290039364ed0517
cifar10_proser_fedavg__split05__seed3__d0.1,0.1,12,6e8fd4222bd6b3da409610231650baaf01e070d7fe31b89ad45788097980e1a9
cifar10_proser_fedavg__split05__seed3__d0.1,0.15,12,5b689c70e880bfc653b4c627cfe61c5b26037a31b3d445c1376bf735d48f6b07
cifar10_proser_fedavg__split05__seed3__d0.1,0.2,12,0ab7648a007617cf5a5ad475752d4f032e8a4edaaaa444f49c45535439e0ec37
cifar10_proser_fedavg__split05__seed3__d0.1,0.25,12,879be94575d76a031ce0c2fc59f07dbe8abc563610a55a3ebdea68cb386fdcc3
cifar10_proser_fedavg__split05__seed3__d0.1,0.3,12,2ffa4d6279563aa79887d120033be2994a7953266359d2bb51979b4bbbd6015b
cifar10_proser_fedavg__split05__seed3__d0.5,0.05,12,9a7302b977bd2d8949e45d7819d58db3d20c6eb4e522cabb2d62451e8742ee6f
cifar10_proser_fedavg__split05__seed3__d0.5,0.1,12,88e2c1ba5de48e43fb454f474d93d7da1fcede7d4299cf0bfc016640e1693432
cifar10_proser_fedavg__split05__seed3__d0.5,0.15,12,5145776cd9002fb69d5b1e677ed46a72f08245a996656050d27e0fa364d50000
cifar10_proser_fedavg__split05__seed3__d0.5,0.2,12,aeb2b25e8e1e92dc1f4db6dae8b2e86f749232a7d7f33f47d432c9bbc219e9ba
cifar10_proser_fedavg__split05__seed3__d0.5,0.25,12,808ecdc4f31fd2a3512df0dd670e960bc233a3b2611506f5c161875567e07160
cifar10_proser_fedavg__split05__seed3__d0.5,0.3,12,1372f47ee2f6967a040abd2ddfb0fda9b4ea998b4d6326bb4577b4458372dfcd
cifar10_proser_fedavg__split05__seed3__d5.0,0.05,12,aa0432451457ec4102ef148c2f1d5b3e3e7d5210837c4ec2c6130082b91ff3b4
cifar10_proser_fedavg__split05__seed3__d5.0,0.1,12,58c4f41417030e4ed4ea2b005481b3515ee5b2d640316fd5208451fec13aca6a
cifar10_proser_fedavg__split05__seed3__d5.0,0.15,12,4703288c0181755d3b81062e755bbcbc64ea91fefe326249f701c516f272c50f
cifar10_proser_fedavg__split05__seed3__d5.0,0.2,12,164ed4a58b05a3c380b6b5ba862d807d6a3b3ac9f53ce0ad5a61e26dc60a1d52
cifar10_proser_fedavg__split05__seed3__d5.0,0.25,12,2e74aa2703776db7abb1c7c1df6f95dee01a24d52d743ddb46fa2eba83848b03
cifar10_proser_fedavg__split05__seed3__d5.0,0.3,12,d6efabf8326e8abd791e94778d050e8eda27bbeafe05ab981194c1affffc4e0d
cifar10_proser_fedavg__split05__seed4__d0.1,0.05,12,45cf7f540b815bbfa462f11bc1bf0fae8abfa549ef94270bf550e7c931797693
cifar10_proser_fedavg__split05__seed4__d0.1,0.1,12,20b3955ae7e3a1c386c5208c4b531c0041ece2ee35679c104f400e0f6828fe3f
cifar10_proser_fedavg__split05__seed4__d0.1,0.15,12,9921be87385852efab811a03fa370c1800953adc1b4b4c7d4fafe3c962fb3058
cifar10_proser_fedavg__split05__seed4__d0.1,0.2,12,12cf1e182df2f6f4439e785ca052396b95f9a3dea0e21cbbc804567ec5c8812c
cifar10_proser_fedavg__split05__seed4__d0.1,0.25,12,82b907050f033ab3fee79e1293a40aed8257aba84b5ce2941a1bd1ae3761060e
cifar10_proser_fedavg__split05__seed4__d0.1,0.3,12,c5774ca933177ff91a20ae78ee3a044f877f4fe2fe692c602e2718ee98029365
cifar10_proser_fedavg__split05__seed4__d0.5,0.05,12,349474aadf90b22458f0737b9feddbd639640cbe0fe9f6d5e2aa938ce7c1ae02
cifar10_proser_fedavg__split05__seed4__d0.5,0.1,12,88047df0e4586b096d3065d183c8c8c1db533625eb87f19914d0a1d1dfc44259
cifar10_proser_fedavg__split05__seed4__d0.5,0.15,12,1b18379b106feb658fc6fa87abf574e803a1da7656d3f29914d496bc3ed2769d
cifar10_proser_fedavg__split05__seed4__d0.5,0.2,12,6a01ed7792738db3cb5ec9ef4ac828f447fe31eff15d8f914261769a3267f03d
cifar10_proser_fedavg__split05__seed4__d0.5,0.25,12,1f906ba5eb788559777af49520c581347dba407cf1a7c5bdcdb3d73673a00af6
cifar10_proser_fedavg__split05__seed4__d0.5,0.3,12,3a50185dd7388233566b59b3bb1f3888d7f3172ceb4931d864f51da4186a74c3
cifar10_proser_fedavg__split05__seed4__d5.0,0.05,12,ad7739c886943130ea74de0b1d9f7f88f9a048b2e0d513538536227a82838899
cifar10_proser_fedavg__split05__seed4__d5.0,0.1,12,60eff26de9c6d47b7564e849d776834971f69d1a67b5581c06b95f4bc1a4709a
cifar10_proser_fedavg__split05__seed4__d5.0,0.15,12,8365699b7ef3ecd9a300bb523e8ff1badd6fe7c054c5284f6433cd998e8b9c5d
cifar10_proser_fedavg__split05__seed4__d5.0,0.2,12,6d531411e78c120c7967cf8d5e457d0c7d891bd4d8f700416cb5d04aec27ad32
cifar10_proser_fedavg__split05__seed4__d5.0,0.25,12,0a3f95c92355c992a3abc2a9e60b6d777c7f40488043f8bde8d46bc7078d1ea9
cifar10_proser_fedavg__split05__seed4__d5.0,0.3,12,ca305a52765c92487abcd72af54cf44253d6aa95f0f622b0b2f7ec8fd687e956
cifar10_proser_fedavg__split06__seed0__d0.1,0.05,12,408243290adbf245725cfbbdc003d066f4e4d75ec5d06438ff7c6197ac2fa9ba
cifar10_proser_fedavg__split06__seed0__d0.1,0.1,12,137db5f1afb4f0ecdf036681d9a171d6ef678c13aba6f6aa0aa79c1c3750b453
cifar10_proser_fedavg__split06__seed0__d0.1,0.15,12,09008ad6898446ad39d37346a58ecda4424e48d5e1a6a2efb61111226554d58a
cifar10_proser_fedavg__split06__seed0__d0.1,0.2,12,a2e985174be8440d0f2d13f63a72b7e5cd44df783e55b5c4633c0feea36627e7
cifar10_proser_fedavg__split06__seed0__d0.1,0.25,12,8a7a8c23add8ef895e7d854c7df8b4cb7cdace73c8e5a8bbed31b9d8105ee1ff
cifar10_proser_fedavg__split06__seed0__d0.1,0.3,12,f0e367bfbe75ce2406a1436c093356426f6227da62dab8b894f8367fe543c715
cifar10_proser_fedavg__split06__seed0__d0.5,0.05,12,a5d4c1b8f0866cccd0cb7c1d0640281bd401d6f60e2f5944212b0ac3a332b57e
cifar10_proser_fedavg__split06__seed0__d0.5,0.1,12,a926244af30d675b79ff434a6cf134a17c58d61d2f9fd9c793c1f97a60ccf30c
cifar10_proser_fedavg__split06__seed0__d0.5,0.15,12,b09bd14e4c5f7857be0960e1ead1dd2f954028732256ca69d49524b569b23b15
cifar10_proser_fedavg__split06__seed0__d0.5,0.2,12,743c24cf83809721c1cbec60a8041bfcd727e642c6561e1ce96dece2a7eb3e6d
cifar10_proser_fedavg__split06__seed0__d0.5,0.25,12,0b211170e9fc67c64201ed93d262a933acd95dfc5c01ec059e0cb0589269cd84
cifar10_proser_fedavg__split06__seed0__d0.5,0.3,12,d1d794a033b99a81da4edef85b3715d568825e2ca0d3f71364871eb0bed02a6c
cifar10_proser_fedavg__split06__seed0__d5.0,0.05,12,62401c7cb83bdb637ef1f907222aac1f5fb5f54450865d6c56d3159c56638874
cifar10_proser_fedavg__split06__seed0__d5.0,0.1,12,ca154f03f98f6501e949d435d18479d3e3a02a65fd4667fedf0ebe694fd4c2e7
cifar10_proser_fedavg__split06__seed0__d5.0,0.15,12,24460b9f873a3b06342496c93ad1a62107c47826865523d7b82811d17a86e749
cifar10_proser_fedavg__split06__seed0__d5.0,0.2,12,4bc947d2bb870dfa8a09ccddedb658a0f9fd8fbf7fe0aee8fe93748fb7b3192e
cifar10_proser_fedavg__split06__seed0__d5.0,0.25,12,13f357a0e9b577dbb5e48d7c2ad36b12a8f225d4ad6745ee0839d7019bee9346
cifar10_proser_fedavg__split06__seed0__d5.0,0.3,12,3692f4853d86d912c0af81a3bc59b245ecbe10df0ae445a468ffa0c1f0974a68
cifar10_proser_fedavg__split06__seed1__d0.1,0.05,12,ee798fcf1209ab020812f853627fc5d036f02f686bd5bcf701608d48fb2ab1aa
cifar10_proser_fedavg__split06__seed1__d0.1,0.1,12,2d78a47af8c4c08c4110edbc295d2f57427ba4bda20df558acb548d75436fa5d
cifar10_proser_fedavg__split06__seed1__d0.1,0.15,12,2cec1dfd0560a85b6c2b03e3c2f2d5b140007aa898b5ced0ce4341a444826b03
cifar10_proser_fedavg__split06__seed1__d0.1,0.2,12,d418ad50b7109da9908659c2ff95160b6369413c7dcd1573ff6cb963230fee21
cifar10_proser_fedavg__split06__seed1__d0.1,0.25,12,f66896bcdfd990c9bfe9fbfa1cc0fadaf4732f68f4632ad7d2d1ffd7ff23ecd6
cifar10_proser_fedavg__split06__seed1__d0.1,0.3,12,8f58389caff98991e3265bc3c8d3f53947a83c56784453c81be2cac7f7e2d067
cifar10_proser_fedavg__split06__seed1__d0.5,0.05,12,ae9d1c2da73d7528a849fb2ae7234f8d18cea121d08480816427d617c19e2bfe
cifar10_proser_fedavg__split06__seed1__d0.5,0.1,12,34e61c38d954444e58c39a48c1088bd4e38f027db734c81fb18c60179165585f
cifar10_proser_fedavg__split06__seed1__d0.5,0.15,12,7355283afd0d8316ad7655c27d133c3db6d236440de96b67d74929cf6702386b
cifar10_proser_fedavg__split06__seed1__d0.5,0.2,12,9537582b7afd0b294db76c4bdf01a9580b5a1ea69a467b1bb938ef5053486cff
cifar10_proser_fedavg__split06__seed1__d0.5,0.25,12,506fe3f40018d7bf35fd7759b0fa74e524ecb101f5c86851002a63d511106c7f
cifar10_proser_fedavg__split06__seed1__d0.5,0.3,12,58be51315ed38f48a5d6ed2669c27b73188e2e0310b9c0ac94fbe689042d2705
cifar10_proser_fedavg__split06__seed1__d5.0,0.05,12,30e50937c361ab978264c352ae3bc04d5135caecc79f4dfad30dfddf27e37456
cifar10_proser_fedavg__split06__seed1__d5.0,0.1,12,75d18508fb6786986966ef9d33d0748f6ce959ebd581ee07678f17b14c3e098a
cifar10_proser_fedavg__split06__seed1__d5.0,0.15,12,0c29b587f20e366e0202ed2bdfbc356bfa3f2296755c7cdbd57a7373a54fd4bb
cifar10_proser_fedavg__split06__seed1__d5.0,0.2,12,3566047e7c6265899ec8d5709f73ef8c4f8dbc58b2724b5d8d7821f7f9eef117
cifar10_proser_fedavg__split06__seed1__d5.0,0.25,12,3066f40187a0615e498885b9b33617271592caa8f33c79d287f88ad1ab980b15
cifar10_proser_fedavg__split06__seed1__d5.0,0.3,12,36bdeb6c4d2546a5fde0ed771147aca621bd7baabb6ccdf6a740192237a79928
cifar10_proser_fedavg__split06__seed2__d0.1,0.05,12,8d20b9e39faa59d5efbac2f36e1203f10862320f5168bdb662448da3a9a74aea
cifar10_proser_fedavg__split06__seed2__d0.1,0.1,12,8bec11b058e975052b341169afe2029d36038b91680aecef7cbfc49f0aba1100
cifar10_proser_fedavg__split06__seed2__d0.1,0.15,12,2ed76bf6aa2cd93fd03401f913dd2d15920451c678788f626bb66445401b57e2
cifar10_proser_fedavg__split06__seed2__d0.1,0.2,12,798b1a16085acb02086239c2dc0a0d094b9920cd9b7abef071367c974bf94264
cifar10_proser_fedavg__split06__seed2__d0.1,0.25,12,ee42c7ebf374f5a95e06a1ae895e840fa11de7054c875256db4c6407d18fabec
cifar10_proser_fedavg__split06__seed2__d0.1,0.3,12,e012b489642dedcb284c88800576fe1ee7a15674166e3d616a2ed55fe59879d8
cifar10_proser_fedavg__split06__seed2__d0.5,0.05,12,6d97f80b7a2d593906bf76084e3e1621c2b76696434bc7918c976edc9d127e47
cifar10_proser_fedavg__split06__seed2__d0.5,0.1,12,ca82a0279e4e78934d161a8b0a5dcac35afdd5ee6b643501ac1ac4fff98672a3
cifar10_proser_fedavg__split06__seed2__d0.5,0.15,12,c4a5f3fa6cbb927f0079b21da14e1326a135082bd8f6eeb63fd33396bc486322
cifar10_proser_fedavg__split06__seed2__d0.5,0.2,12,bb85346eac6770752ad71fc3ec6f808f5e90b28fd1575b2e2aeb9608c94992f6
cifar10_proser_fedavg__split06__seed2__d0.5,0.25,12,0ba80162538d9ce51cc9a9303d6e3afb9a375358eacf4ab503400b0d473fcc00
cifar10_proser_fedavg__split06__seed2__d0.5,0.3,12,fc46182af8a7d15a4679dae44790d7aed55fea113bb4aac8210f2bcd8d6f6fa6
