kind,semantic_id,path,bytes,mtime_ns,dataset,condition,d,J
cifar,cifar10_proser_fedavg__split08__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed2__d5.0_common.npz,329925,1784924102658697297,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split08__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed3__d0.1_common.npz,339453,1784926616034435086,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split08__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed3__d0.5_common.npz,336543,1784929237873275301,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split08__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed3__d5.0_common.npz,334135,1784933569043831134,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split08__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed4__d0.1_common.npz,335999,1784935171029687781,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split08__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed4__d0.5_common.npz,337553,1784937746110405861,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split08__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed4__d5.0_common.npz,333980,1784940486303997104,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split09__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed0__d0.1_common.npz,332506,1784944920383655853,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split09__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed0__d0.5_common.npz,337200,1784946238201111859,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split09__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed0__d5.0_common.npz,329194,1784948886281869713,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split09__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed1__d0.1_common.npz,339789,1784951740819328730,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split09__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed1__d0.5_common.npz,334853,1784956249104181440,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split09__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed1__d5.0_common.npz,330234,1784957314362348111,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split09__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed2__d0.1_common.npz,338215,1784960029724122090,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split09__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed2__d0.5_common.npz,333828,1784963000851556055,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split09__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed2__d5.0_common.npz,333252,1784967619215568752,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split09__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed3__d0.1_common.npz,340179,1784968374187170186,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split09__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed3__d0.5_common.npz,335176,1784971167608816490,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split09__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed3__d5.0_common.npz,330334,1784974255148377196,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split09__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed4__d0.1_common.npz,337055,1784978971016515624,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split09__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed4__d0.5_common.npz,336669,1784979429436386489,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split09__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split09__seed4__d5.0_common.npz,330564,1784982300471776711,cifar10,d5,5.0,5
officehome,officehome_convnext_frozen__split00__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split00__seed0_logits.npz,1565458,1785532634702896902,officehome,frozen,,4
officehome,officehome_convnext_frozen__split00__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split00__seed1_logits.npz,1565836,1785534350095626445,officehome,frozen,,4
officehome,officehome_convnext_frozen__split00__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split00__seed2_logits.npz,1565431,1785536027284499941,officehome,frozen,,4
officehome,officehome_convnext_frozen__split00__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split00__seed3_logits.npz,1565555,1785537995063690588,officehome,frozen,,4
officehome,officehome_convnext_frozen__split00__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split00__seed4_logits.npz,1566090,1785538384613103470,officehome,frozen,,4
officehome,officehome_convnext_frozen__split01__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split01__seed0_logits.npz,1609152,1785539926822099614,officehome,frozen,,4
officehome,officehome_convnext_frozen__split01__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split01__seed1_logits.npz,1609428,1785541479803426238,officehome,frozen,,4
officehome,officehome_convnext_frozen__split01__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split01__seed2_logits.npz,1609968,1785543414225617306,officehome,frozen,,4
officehome,officehome_convnext_frozen__split01__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split01__seed3_logits.npz,1609306,1785543856687174302,officehome,frozen,,4
officehome,officehome_convnext_frozen__split01__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split01__seed4_logits.npz,1610042,1785545367904400266,officehome,frozen,,4
officehome,officehome_convnext_frozen__split02__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split02__seed0_logits.npz,1589575,1785547048166546162,officehome,frozen,,4
officehome,officehome_convnext_frozen__split02__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split02__seed1_logits.npz,1588809,1785549165833267441,officehome,frozen,,4
officehome,officehome_convnext_frozen__split02__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split02__seed2_logits.npz,1589269,1785549561207072181,officehome,frozen,,4
officehome,officehome_convnext_frozen__split02__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split02__seed3_logits.npz,1589080,1785550929353754090,officehome,frozen,,4
officehome,officehome_convnext_frozen__split02__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split02__seed4_logits.npz,1589354,1785552662628466786,officehome,frozen,,4
officehome,officehome_convnext_frozen__split03__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split03__seed0_logits.npz,1602991,1785554879394837832,officehome,frozen,,4
officehome,officehome_convnext_frozen__split03__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split03__seed1_logits.npz,1602701,1785554958202524832,officehome,frozen,,4
officehome,officehome_convnext_frozen__split03__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split03__seed2_logits.npz,1602768,1785556527226683049,officehome,frozen,,4
officehome,officehome_convnext_frozen__split03__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split03__seed3_logits.npz,1602687,1785558094572140600,officehome,frozen,,4
officehome,officehome_convnext_frozen__split03__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split03__seed4_logits.npz,1602568,1785560320232137354,officehome,frozen,,4
officehome,officehome_convnext_frozen__split04__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split04__seed0_logits.npz,1582488,1785560652213767590,officehome,frozen,,4
officehome,officehome_convnext_frozen__split04__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split04__seed1_logits.npz,1582067,1785562272854145221,officehome,frozen,,4
officehome,officehome_convnext_frozen__split04__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split04__seed2_logits.npz,1582074,1785563834839541963,officehome,frozen,,4
officehome,officehome_convnext_frozen__split04__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split04__seed3_logits.npz,1582353,1785565987978157384,officehome,frozen,,4
officehome,officehome_convnext_frozen__split04__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split04__seed4_logits.npz,1581588,1785566274556002187,officehome,frozen,,4
officehome,officehome_convnext_frozen__split05__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split05__seed0_logits.npz,1588783,1785567941395340885,officehome,frozen,,4
officehome,officehome_convnext_frozen__split05__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split05__seed1_logits.npz,1588851,1785569622955424240,officehome,frozen,,4
officehome,officehome_convnext_frozen__split05__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split05__seed2_logits.npz,1588818,1785571677859961990,officehome,frozen,,4
officehome,officehome_convnext_frozen__split05__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split05__seed3_logits.npz,1588362,1785571985218717997,officehome,frozen,,4
officehome,officehome_convnext_frozen__split05__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split05__seed4_logits.npz,1588801,1785573646725668867,officehome,frozen,,4
officehome,officehome_convnext_frozen__split06__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split06__seed0_logits.npz,1604373,1785575090264348813,officehome,frozen,,4
officehome,officehome_convnext_frozen__split06__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split06__seed1_logits.npz,1604321,1785577222382362905,officehome,frozen,,4
officehome,officehome_convnext_frozen__split06__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split06__seed2_logits.npz,1604854,1785577523234043279,officehome,frozen,,4
officehome,officehome_convnext_frozen__split06__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split06__seed3_logits.npz,1604085,1785579180904996389,officehome,frozen,,4
officehome,officehome_convnext_frozen__split06__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split06__seed4_logits.npz,1604275,1785580654432093400,officehome,frozen,,4
officehome,officehome_convnext_frozen__split07__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split07__seed0_logits.npz,1594718,1785582687844220101,officehome,frozen,,4
officehome,officehome_convnext_frozen__split07__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split07__seed1_logits.npz,1594513,1785582971723601800,officehome,frozen,,4
officehome,officehome_convnext_frozen__split07__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split07__seed2_logits.npz,1595157,1785584618686697840,officehome,frozen,,4
officehome,officehome_convnext_frozen__split07__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split07__seed3_logits.npz,1594678,1785586080305198855,officehome,frozen,,4
officehome,officehome_convnext_frozen__split07__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split07__seed4_logits.npz,1594723,1785588284499382326,officehome,frozen,,4
officehome,officehome_convnext_frozen__split08__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split08__seed0_logits.npz,1597387,1785588878712475728,officehome,frozen,,4
officehome,officehome_convnext_frozen__split08__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split08__seed1_logits.npz,1597181,1785590301529604552,officehome,frozen,,4
officehome,officehome_convnext_frozen__split08__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split08__seed2_logits.npz,1597030,1785591723032127955,officehome,frozen,,4
officehome,officehome_convnext_frozen__split08__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split08__seed3_logits.npz,1596159,1785593923154069102,officehome,frozen,,4
officehome,officehome_convnext_frozen__split08__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split08__seed4_logits.npz,1596774,1785594544103987903,officehome,frozen,,4
officehome,officehome_convnext_frozen__split09__seed0,results/confirmatory_400r/runs/officehome_convnext_frozen__split09__seed0_logits.npz,1592529,1785595950277644401,officehome,frozen,,4
officehome,officehome_convnext_frozen__split09__seed1,results/confirmatory_400r/runs/officehome_convnext_frozen__split09__seed1_logits.npz,1593031,1785597173394153860,officehome,frozen,,4
officehome,officehome_convnext_frozen__split09__seed2,results/confirmatory_400r/runs/officehome_convnext_frozen__split09__seed2_logits.npz,1593191,1785598794788239677,officehome,frozen,,4
officehome,officehome_convnext_frozen__split09__seed3,results/confirmatory_400r/runs/officehome_convnext_frozen__split09__seed3_logits.npz,1592351,1785599263903940415,officehome,frozen,,4
officehome,officehome_convnext_frozen__split09__seed4,results/confirmatory_400r/runs/officehome_convnext_frozen__split09__seed4_logits.npz,1592246,1785599830472530479,officehome,frozen,,4
officehome,officehome_convnext_full__split00__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split00__seed0_logits.npz,1590334,1785444994711650816,officehome,full,,4
officehome,officehome_convnext_full__split00__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split00__seed1_logits.npz,1590208,1785447493280583201,officehome,full,,4
officehome,officehome_convnext_full__split00__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split00__seed2_logits.npz,1590488,1785450602157674334,officehome,full,,4
officehome,officehome_convnext_full__split00__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split00__seed3_logits.npz,1590590,1785454092518177764,officehome,full,,4
officehome,officehome_convnext_full__split00__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split00__seed4_logits.npz,1590800,1785453981046523686,officehome,full,,4
officehome,officehome_convnext_full__split01__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split01__seed0_logits.npz,1632364,1785456556698243688,officehome,full,,4
officehome,officehome_convnext_full__split01__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split01__seed1_logits.npz,1632301,1785457299460610889,officehome,full,,4
officehome,officehome_convnext_full__split01__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split01__seed2_logits.npz,1632559,1785460585679100742,officehome,full,,4
officehome,officehome_convnext_full__split01__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split01__seed3_logits.npz,1632184,1785460794561935080,officehome,full,,4
officehome,officehome_convnext_full__split01__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split01__seed4_logits.npz,1631909,1785463211831170390,officehome,full,,4
officehome,officehome_convnext_full__split02__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split02__seed0_logits.npz,1616368,1785464407813821622,officehome,full,,4
officehome,officehome_convnext_full__split02__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split02__seed1_logits.npz,1615461,1785467376476026627,officehome,full,,4
officehome,officehome_convnext_full__split02__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split02__seed2_logits.npz,1616147,1785467684572201833,officehome,full,,4
officehome,officehome_convnext_full__split02__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split02__seed3_logits.npz,1617075,1785470082685477625,officehome,full,,4
officehome,officehome_convnext_full__split02__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split02__seed4_logits.npz,1615782,1785471303843310308,officehome,full,,4
officehome,officehome_convnext_full__split03__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split03__seed0_logits.npz,1628808,1785474006704680600,officehome,full,,4
officehome,officehome_convnext_full__split03__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split03__seed1_logits.npz,1630222,1785474663980447952,officehome,full,,4
officehome,officehome_convnext_full__split03__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split03__seed2_logits.npz,1630628,1785476806093594225,officehome,full,,4
officehome,officehome_convnext_full__split03__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split03__seed3_logits.npz,1628903,1785478063446921369,officehome,full,,4
officehome,officehome_convnext_full__split03__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split03__seed4_logits.npz,1630096,1785480689835503979,officehome,full,,4
officehome,officehome_convnext_full__split04__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split04__seed0_logits.npz,1606456,1785481676138110477,officehome,full,,4
officehome,officehome_convnext_full__split04__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split04__seed1_logits.npz,1606063,1785483794353541200,officehome,full,,4
officehome,officehome_convnext_full__split04__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split04__seed2_logits.npz,1606007,1785485070895810371,officehome,full,,4
officehome,officehome_convnext_full__split04__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split04__seed3_logits.npz,1606632,1785487624441793725,officehome,full,,4
officehome,officehome_convnext_full__split04__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split04__seed4_logits.npz,1606156,1785488672416467271,officehome,full,,4
officehome,officehome_convnext_full__split05__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split05__seed0_logits.npz,1611437,1785490751282259524,officehome,full,,4
officehome,officehome_convnext_full__split05__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split05__seed1_logits.npz,1612101,1785492039407375680,officehome,full,,4
officehome,officehome_convnext_full__split05__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split05__seed2_logits.npz,1611698,1785494514093600319,officehome,full,,4
officehome,officehome_convnext_full__split05__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split05__seed3_logits.npz,1611455,1785495588842493801,officehome,full,,4
officehome,officehome_convnext_full__split05__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split05__seed4_logits.npz,1611893,1785497876948989593,officehome,full,,4
officehome,officehome_convnext_full__split06__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split06__seed0_logits.npz,1629689,1785499119484786961,officehome,full,,4
officehome,officehome_convnext_full__split06__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split06__seed1_logits.npz,1629373,1785501415318527946,officehome,full,,4
officehome,officehome_convnext_full__split06__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split06__seed2_logits.npz,1629187,1785502395299502728,officehome,full,,4
officehome,officehome_convnext_full__split06__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split06__seed3_logits.npz,1629638,1785504780126067178,officehome,full,,4
officehome,officehome_convnext_full__split06__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split06__seed4_logits.npz,1628816,1785506345016799331,officehome,full,,4
officehome,officehome_convnext_full__split07__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split07__seed0_logits.npz,1618739,1785508085554009201,officehome,full,,4
officehome,officehome_convnext_full__split07__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split07__seed1_logits.npz,1619280,1785509399483072808,officehome,full,,4
officehome,officehome_convnext_full__split07__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split07__seed2_logits.npz,1618613,1785511505438417047,officehome,full,,4
officehome,officehome_convnext_full__split07__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split07__seed3_logits.npz,1619248,1785513110118631836,officehome,full,,4
officehome,officehome_convnext_full__split07__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split07__seed4_logits.npz,1619602,1785514711107987831,officehome,full,,4
officehome,officehome_convnext_full__split08__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split08__seed0_logits.npz,1622753,1785516598453607107,officehome,full,,4
officehome,officehome_convnext_full__split08__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split08__seed1_logits.npz,1622923,1785518455793719349,officehome,full,,4
officehome,officehome_convnext_full__split08__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split08__seed2_logits.npz,1622919,1785520302179402468,officehome,full,,4
officehome,officehome_convnext_full__split08__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split08__seed3_logits.npz,1623004,1785521917230728877,officehome,full,,4
officehome,officehome_convnext_full__split08__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split08__seed4_logits.npz,1622603,1785523506189509749,officehome,full,,4
officehome,officehome_convnext_full__split09__seed0,results/confirmatory_400r/runs/officehome_convnext_full__split09__seed0_logits.npz,1616583,1785525255089955526,officehome,full,,4
officehome,officehome_convnext_full__split09__seed1,results/confirmatory_400r/runs/officehome_convnext_full__split09__seed1_logits.npz,1616184,1785527076332304029,officehome,full,,4
officehome,officehome_convnext_full__split09__seed2,results/confirmatory_400r/runs/officehome_convnext_full__split09__seed2_logits.npz,1616651,1785528683041603381,officehome,full,,4
officehome,officehome_convnext_full__split09__seed3,results/confirmatory_400r/runs/officehome_convnext_full__split09__seed3_logits.npz,1616361,1785530332647669957,officehome,full,,4
officehome,officehome_convnext_full__split09__seed4,results/confirmatory_400r/runs/officehome_convnext_full__split09__seed4_logits.npz,1616560,1785532242029857642,officehome,full,,4
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed0__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed0__d0.5_common.npz,272767,1786402760186901459,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed0__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed0__d5.0_common.npz,264161,1786404224758980389,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed1__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed1__d0.5_common.npz,271406,1786416963452125292,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed1__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed1__d5.0_common.npz,265161,1786418414116170492,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed2__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed2__d0.5_common.npz,271404,1786431162323886880,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed2__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed2__d5.0_common.npz,262946,1786432599520400010,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed3__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed3__d0.5_common.npz,273746,1786457141390239894,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed3__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed3__d5.0_common.npz,262706,1786460631947781468,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed4__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed4__d0.5_common.npz,271420,1786485848895138801,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_00__seed4__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_00__seed4__d5.0_common.npz,265236,1786488756882678448,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed0__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed0__d0.5_common.npz,264478,1786514361284411435,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed0__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed0__d5.0_common.npz,261851,1786517162396920645,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed1__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed1__d0.5_common.npz,264878,1786538912554531714,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed1__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed1__d5.0_common.npz,261046,1786542921807380064,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed2__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed2__d0.5_common.npz,263140,1786558694403084969,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed2__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed2__d5.0_common.npz,258768,1786557345511905020,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed3__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed3__d0.5_common.npz,263538,1786572923126997161,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed3__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed3__d5.0_common.npz,263340,1786574254729287522,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed4__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed4__d0.5_common.npz,265362,1786587341633247706,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_01__seed4__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_01__seed4__d5.0_common.npz,262848,1786588685359935862,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed0__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed0__d0.5_common.npz,280757,1786612187937825530,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed0__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed0__d5.0_common.npz,269251,1786615174961565922,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed1__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed1__d0.5_common.npz,275598,1786640156502599745,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed1__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed1__d5.0_common.npz,273044,1786643282105010415,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed2__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed2__d0.5_common.npz,276834,1786661665471934349,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed2__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed2__d5.0_common.npz,269329,1786662548360248317,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed3__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed3__d0.5_common.npz,278910,1786675769536873878,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed3__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed3__d5.0_common.npz,270706,1786676649020501625,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed4__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed4__d0.5_common.npz,275625,1786689867531942656,pathmnist,d0.5,0.5,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_02__seed4__d5.0,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_02__seed4__d5.0_common.npz,269601,1786690758966857814,pathmnist,d5,5.0,5
pathmnist_resnext,resnext29_8x64d__pathmnist_split_03__seed0__d0.5,runs/medmnist_sweep/cells/resnext29_8x64d__pathmnist_split_03__seed0__d0.5_common.npz,277092,1786704832563004645,pathmnist,d0.5,0.5,5
