semantic_id,dataset,pipeline_id,implementation_label,backbone,input_res,arm,aggregation,lpd,gdca_ot,split_id,train_rep,d,paired_block,reuse_class,seed_class_split,seed_training_initialization,seed_base_data_permutation,seed_augmentation,seed_minibatch_order,seed_client_schedule,seed_Dirichlet_partition,seed_proposal_fold,seed_certification_reservoir,seed_primary_audit_draw,seed_secondary_audit_redraw,seed_traffic_draw,seed_evaluation
cifar10_proser_fedavg__split09__seed3__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,3,0.1,cifar10__split09__seed3,fresh_training,4074225541,4083410141,169561353,623433746,3007171083,2529354779,2120789012,1786911941,3559549870,1159757236,3263990211,3561969519,2037829607
cifar10_proser_fedavg__split09__seed3__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,3,0.5,cifar10__split09__seed3,fresh_training,4074225541,4083410141,169561353,623433746,3007171083,2529354779,2120789012,1786911941,3559549870,1159757236,3263990211,3561969519,2037829607
cifar10_proser_fedavg__split09__seed3__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,3,5.0,cifar10__split09__seed3,fresh_training,4074225541,4083410141,169561353,623433746,3007171083,2529354779,2120789012,1786911941,3559549870,1159757236,3263990211,3561969519,2037829607
cifar10_proser_fedavg__split09__seed4__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,4,0.1,cifar10__split09__seed4,fresh_training,2380273347,1872984312,1763489358,1484145045,879309942,3860254506,188524312,3179616909,3973351109,2217091004,1673175205,3951056861,4195236204
cifar10_proser_fedavg__split09__seed4__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,4,0.5,cifar10__split09__seed4,fresh_training,2380273347,1872984312,1763489358,1484145045,879309942,3860254506,188524312,3179616909,3973351109,2217091004,1673175205,3951056861,4195236204
cifar10_proser_fedavg__split09__seed4__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,4,5.0,cifar10__split09__seed4,fresh_training,2380273347,1872984312,1763489358,1484145045,879309942,3860254506,188524312,3179616909,3973351109,2217091004,1673175205,3951056861,4195236204
cifar100_proser_fedavg__split00__seed0__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,0,0.1,cifar100__split00__seed0,fresh_training,3248140646,866252218,3985662073,2718340891,393087749,303426055,176648015,4143246042,676846712,683006144,870806791,1761187922,2368889829
cifar100_proser_fedavg__split00__seed0__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,0,0.5,cifar100__split00__seed0,fresh_training,3248140646,866252218,3985662073,2718340891,393087749,303426055,176648015,4143246042,676846712,683006144,870806791,1761187922,2368889829
cifar100_proser_fedavg__split00__seed0__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,0,5.0,cifar100__split00__seed0,fresh_training,3248140646,866252218,3985662073,2718340891,393087749,303426055,176648015,4143246042,676846712,683006144,870806791,1761187922,2368889829
cifar100_proser_fedavg__split00__seed1__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,1,0.1,cifar100__split00__seed1,fresh_training,3725065262,3137453974,2219509359,1006773296,136946878,4282102009,306671961,3937333980,468107407,2737897763,1968738823,2034613808,1740084120
cifar100_proser_fedavg__split00__seed1__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,1,0.5,cifar100__split00__seed1,fresh_training,3725065262,3137453974,2219509359,1006773296,136946878,4282102009,306671961,3937333980,468107407,2737897763,1968738823,2034613808,1740084120
cifar100_proser_fedavg__split00__seed1__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,1,5.0,cifar100__split00__seed1,fresh_training,3725065262,3137453974,2219509359,1006773296,136946878,4282102009,306671961,3937333980,468107407,2737897763,1968738823,2034613808,1740084120
cifar100_proser_fedavg__split00__seed2__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,2,0.1,cifar100__split00__seed2,fresh_training,3221639727,146199423,2670514211,2793274528,4215259258,1824545575,1627528501,2465297592,3575612035,1299007889,935571092,3453947094,2439101911
cifar100_proser_fedavg__split00__seed2__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,2,0.5,cifar100__split00__seed2,fresh_training,3221639727,146199423,2670514211,2793274528,4215259258,1824545575,1627528501,2465297592,3575612035,1299007889,935571092,3453947094,2439101911
cifar100_proser_fedavg__split00__seed2__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,2,5.0,cifar100__split00__seed2,fresh_training,3221639727,146199423,2670514211,2793274528,4215259258,1824545575,1627528501,2465297592,3575612035,1299007889,935571092,3453947094,2439101911
cifar100_proser_fedavg__split00__seed3__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,3,0.1,cifar100__split00__seed3,fresh_training,2396631560,3983546714,4259184652,3240665134,3883982029,3349493718,2861857525,3482864420,3346534594,463787603,2675941341,4219696863,1422420015
cifar100_proser_fedavg__split00__seed3__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,3,0.5,cifar100__split00__seed3,fresh_training,2396631560,3983546714,4259184652,3240665134,3883982029,3349493718,2861857525,3482864420,3346534594,463787603,2675941341,4219696863,1422420015
cifar100_proser_fedavg__split00__seed3__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,3,5.0,cifar100__split00__seed3,fresh_training,2396631560,3983546714,4259184652,3240665134,3883982029,3349493718,2861857525,3482864420,3346534594,463787603,2675941341,4219696863,1422420015
cifar100_proser_fedavg__split00__seed4__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,4,0.1,cifar100__split00__seed4,fresh_training,761495424,446870494,362605947,3045388320,2743822548,1297682029,1189946628,3069183604,2025840367,1865373158,4264600163,645412207,996762154
cifar100_proser_fedavg__split00__seed4__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,4,0.5,cifar100__split00__seed4,fresh_training,761495424,446870494,362605947,3045388320,2743822548,1297682029,1189946628,3069183604,2025840367,1865373158,4264600163,645412207,996762154
cifar100_proser_fedavg__split00__seed4__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_00,4,5.0,cifar100__split00__seed4,fresh_training,761495424,446870494,362605947,3045388320,2743822548,1297682029,1189946628,3069183604,2025840367,1865373158,4264600163,645412207,996762154
cifar100_proser_fedavg__split01__seed0__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,0,0.1,cifar100__split01__seed0,fresh_training,2325905740,1142392435,277120156,3211701481,1357795582,3967824811,3652445694,148262680,615879569,3420555906,2873033376,1428187303,1558876467
cifar100_proser_fedavg__split01__seed0__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,0,0.5,cifar100__split01__seed0,fresh_training,2325905740,1142392435,277120156,3211701481,1357795582,3967824811,3652445694,148262680,615879569,3420555906,2873033376,1428187303,1558876467
cifar100_proser_fedavg__split01__seed0__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,0,5.0,cifar100__split01__seed0,fresh_training,2325905740,1142392435,277120156,3211701481,1357795582,3967824811,3652445694,148262680,615879569,3420555906,2873033376,1428187303,1558876467
cifar100_proser_fedavg__split01__seed1__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,1,0.1,cifar100__split01__seed1,fresh_training,3263760270,4166668866,4126947971,1813382481,736235518,1071814716,3462772702,1526419041,644848802,630552162,3750485090,344297350,554341283
cifar100_proser_fedavg__split01__seed1__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,1,0.5,cifar100__split01__seed1,fresh_training,3263760270,4166668866,4126947971,1813382481,736235518,1071814716,3462772702,1526419041,644848802,630552162,3750485090,344297350,554341283
cifar100_proser_fedavg__split01__seed1__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,1,5.0,cifar100__split01__seed1,fresh_training,3263760270,4166668866,4126947971,1813382481,736235518,1071814716,3462772702,1526419041,644848802,630552162,3750485090,344297350,554341283
cifar100_proser_fedavg__split01__seed2__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,2,0.1,cifar100__split01__seed2,fresh_training,771691978,1549323131,869212240,4263136306,1432557297,1381642702,3350467250,1538642713,4079909152,3807314033,2257805301,3166676981,726887275
cifar100_proser_fedavg__split01__seed2__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,2,0.5,cifar100__split01__seed2,fresh_training,771691978,1549323131,869212240,4263136306,1432557297,1381642702,3350467250,1538642713,4079909152,3807314033,2257805301,3166676981,726887275
cifar100_proser_fedavg__split01__seed2__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,2,5.0,cifar100__split01__seed2,fresh_training,771691978,1549323131,869212240,4263136306,1432557297,1381642702,3350467250,1538642713,4079909152,3807314033,2257805301,3166676981,726887275
cifar100_proser_fedavg__split01__seed3__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,3,0.1,cifar100__split01__seed3,fresh_training,1933393273,4139821552,588591698,2357227389,193206378,2108930686,4029608819,87623327,4238307935,2390744139,2557455211,2391864151,2277202249
cifar100_proser_fedavg__split01__seed3__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,3,0.5,cifar100__split01__seed3,fresh_training,1933393273,4139821552,588591698,2357227389,193206378,2108930686,4029608819,87623327,4238307935,2390744139,2557455211,2391864151,2277202249
cifar100_proser_fedavg__split01__seed3__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,3,5.0,cifar100__split01__seed3,fresh_training,1933393273,4139821552,588591698,2357227389,193206378,2108930686,4029608819,87623327,4238307935,2390744139,2557455211,2391864151,2277202249
cifar100_proser_fedavg__split01__seed4__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,4,0.1,cifar100__split01__seed4,fresh_training,2498125150,1654133138,95078040,1042295215,2433559197,4265056175,1625879818,1946632347,3224002599,552393899,2365712910,3404177082,2808778967
cifar100_proser_fedavg__split01__seed4__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,4,0.5,cifar100__split01__seed4,fresh_training,2498125150,1654133138,95078040,1042295215,2433559197,4265056175,1625879818,1946632347,3224002599,552393899,2365712910,3404177082,2808778967
cifar100_proser_fedavg__split01__seed4__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_01,4,5.0,cifar100__split01__seed4,fresh_training,2498125150,1654133138,95078040,1042295215,2433559197,4265056175,1625879818,1946632347,3224002599,552393899,2365712910,3404177082,2808778967
cifar100_proser_fedavg__split02__seed0__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,0,0.1,cifar100__split02__seed0,fresh_training,1605909707,2022909330,4155591012,4120044558,2445775084,3431514726,1032803055,4269140264,3069594687,4279138739,1843995266,3595296254,1070186480
cifar100_proser_fedavg__split02__seed0__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,0,0.5,cifar100__split02__seed0,fresh_training,1605909707,2022909330,4155591012,4120044558,2445775084,3431514726,1032803055,4269140264,3069594687,4279138739,1843995266,3595296254,1070186480
cifar100_proser_fedavg__split02__seed0__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,0,5.0,cifar100__split02__seed0,fresh_training,1605909707,2022909330,4155591012,4120044558,2445775084,3431514726,1032803055,4269140264,3069594687,4279138739,1843995266,3595296254,1070186480
cifar100_proser_fedavg__split02__seed1__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,1,0.1,cifar100__split02__seed1,fresh_training,3170447874,1520668289,2937404227,2182297576,4070755282,2339697048,961659630,2653360886,2912576736,2001683801,3429780155,3993391720,3869865654
cifar100_proser_fedavg__split02__seed1__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,1,0.5,cifar100__split02__seed1,fresh_training,3170447874,1520668289,2937404227,2182297576,4070755282,2339697048,961659630,2653360886,2912576736,2001683801,3429780155,3993391720,3869865654
cifar100_proser_fedavg__split02__seed1__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,1,5.0,cifar100__split02__seed1,fresh_training,3170447874,1520668289,2937404227,2182297576,4070755282,2339697048,961659630,2653360886,2912576736,2001683801,3429780155,3993391720,3869865654
cifar100_proser_fedavg__split02__seed2__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,2,0.1,cifar100__split02__seed2,fresh_training,3967033117,3705836839,4150541091,1082812624,1991646105,3740400933,1177396393,2451028270,2870726358,1973055081,439367498,3566595377,2171594483
cifar100_proser_fedavg__split02__seed2__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,2,0.5,cifar100__split02__seed2,fresh_training,3967033117,3705836839,4150541091,1082812624,1991646105,3740400933,1177396393,2451028270,2870726358,1973055081,439367498,3566595377,2171594483
cifar100_proser_fedavg__split02__seed2__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,2,5.0,cifar100__split02__seed2,fresh_training,3967033117,3705836839,4150541091,1082812624,1991646105,3740400933,1177396393,2451028270,2870726358,1973055081,439367498,3566595377,2171594483
cifar100_proser_fedavg__split02__seed3__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,3,0.1,cifar100__split02__seed3,fresh_training,1124469530,1419825353,3552869434,3215140869,2614344048,4221357421,2488476811,3092474191,1781953211,2122878319,3871702046,3397962508,343392136
cifar100_proser_fedavg__split02__seed3__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,3,0.5,cifar100__split02__seed3,fresh_training,1124469530,1419825353,3552869434,3215140869,2614344048,4221357421,2488476811,3092474191,1781953211,2122878319,3871702046,3397962508,343392136
cifar100_proser_fedavg__split02__seed3__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,3,5.0,cifar100__split02__seed3,fresh_training,1124469530,1419825353,3552869434,3215140869,2614344048,4221357421,2488476811,3092474191,1781953211,2122878319,3871702046,3397962508,343392136
cifar100_proser_fedavg__split02__seed4__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,4,0.1,cifar100__split02__seed4,fresh_training,2676626973,1988909373,473744749,3922556477,2295446022,1191163872,840176121,961499528,3473951319,2339451339,820139667,2352627202,2060215979
cifar100_proser_fedavg__split02__seed4__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,4,0.5,cifar100__split02__seed4,fresh_training,2676626973,1988909373,473744749,3922556477,2295446022,1191163872,840176121,961499528,3473951319,2339451339,820139667,2352627202,2060215979
cifar100_proser_fedavg__split02__seed4__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_02,4,5.0,cifar100__split02__seed4,fresh_training,2676626973,1988909373,473744749,3922556477,2295446022,1191163872,840176121,961499528,3473951319,2339451339,820139667,2352627202,2060215979
cifar100_proser_fedavg__split03__seed0__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,0,0.1,cifar100__split03__seed0,fresh_training,243679516,2652747119,3469681906,1255851306,1714435424,3554715782,3187858700,3441267126,2869201770,3363560519,3208627251,1246569764,3799265508
cifar100_proser_fedavg__split03__seed0__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,0,0.5,cifar100__split03__seed0,fresh_training,243679516,2652747119,3469681906,1255851306,1714435424,3554715782,3187858700,3441267126,2869201770,3363560519,3208627251,1246569764,3799265508
cifar100_proser_fedavg__split03__seed0__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,0,5.0,cifar100__split03__seed0,fresh_training,243679516,2652747119,3469681906,1255851306,1714435424,3554715782,3187858700,3441267126,2869201770,3363560519,3208627251,1246569764,3799265508
cifar100_proser_fedavg__split03__seed1__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,1,0.1,cifar100__split03__seed1,fresh_training,1434514725,1289404669,2942990170,2930815517,3701873452,681630575,418017516,819897418,2547350225,1092593206,159580539,2701647009,1385385446
cifar100_proser_fedavg__split03__seed1__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,1,0.5,cifar100__split03__seed1,fresh_training,1434514725,1289404669,2942990170,2930815517,3701873452,681630575,418017516,819897418,2547350225,1092593206,159580539,2701647009,1385385446
cifar100_proser_fedavg__split03__seed1__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,1,5.0,cifar100__split03__seed1,fresh_training,1434514725,1289404669,2942990170,2930815517,3701873452,681630575,418017516,819897418,2547350225,1092593206,159580539,2701647009,1385385446
cifar100_proser_fedavg__split03__seed2__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,2,0.1,cifar100__split03__seed2,fresh_training,1459861707,86060191,3578913286,2038340643,3642148260,1052943578,3229172431,2354622722,2912180400,3132133901,1228450772,3676307155,4012590418
cifar100_proser_fedavg__split03__seed2__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,2,0.5,cifar100__split03__seed2,fresh_training,1459861707,86060191,3578913286,2038340643,3642148260,1052943578,3229172431,2354622722,2912180400,3132133901,1228450772,3676307155,4012590418
cifar100_proser_fedavg__split03__seed2__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,2,5.0,cifar100__split03__seed2,fresh_training,1459861707,86060191,3578913286,2038340643,3642148260,1052943578,3229172431,2354622722,2912180400,3132133901,1228450772,3676307155,4012590418
cifar100_proser_fedavg__split03__seed3__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,3,0.1,cifar100__split03__seed3,fresh_training,1777997528,2174936202,3261185033,3025036393,1530883707,3482444208,1546046543,1895883564,1247658973,2143201999,1073624584,484657600,581816328
cifar100_proser_fedavg__split03__seed3__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,3,0.5,cifar100__split03__seed3,fresh_training,1777997528,2174936202,3261185033,3025036393,1530883707,3482444208,1546046543,1895883564,1247658973,2143201999,1073624584,484657600,581816328
cifar100_proser_fedavg__split03__seed3__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,3,5.0,cifar100__split03__seed3,fresh_training,1777997528,2174936202,3261185033,3025036393,1530883707,3482444208,1546046543,1895883564,1247658973,2143201999,1073624584,484657600,581816328
cifar100_proser_fedavg__split03__seed4__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,4,0.1,cifar100__split03__seed4,fresh_training,2577795066,3083123984,2398397552,134135211,1936150816,3847497911,3863746083,2269493035,4071287879,743386867,882586097,1273346656,386388301
cifar100_proser_fedavg__split03__seed4__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,4,0.5,cifar100__split03__seed4,fresh_training,2577795066,3083123984,2398397552,134135211,1936150816,3847497911,3863746083,2269493035,4071287879,743386867,882586097,1273346656,386388301
cifar100_proser_fedavg__split03__seed4__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_03,4,5.0,cifar100__split03__seed4,fresh_training,2577795066,3083123984,2398397552,134135211,1936150816,3847497911,3863746083,2269493035,4071287879,743386867,882586097,1273346656,386388301
cifar100_proser_fedavg__split04__seed0__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_04,0,0.1,cifar100__split04__seed0,fresh_training,2965749873,1010371797,1083170271,3261990708,494461506,4010989536,494889253,1181242492,3165472596,1684228010,3503472348,1686615543,3717862012
cifar100_proser_fedavg__split04__seed0__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_04,0,0.5,cifar100__split04__seed0,fresh_training,2965749873,1010371797,1083170271,3261990708,494461506,4010989536,494889253,1181242492,3165472596,1684228010,3503472348,1686615543,3717862012
cifar100_proser_fedavg__split04__seed0__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_04,0,5.0,cifar100__split04__seed0,fresh_training,2965749873,1010371797,1083170271,3261990708,494461506,4010989536,494889253,1181242492,3165472596,1684228010,3503472348,1686615543,3717862012
cifar100_proser_fedavg__split04__seed1__d0.1,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_04,1,0.1,cifar100__split04__seed1,fresh_training,1730730022,3142481582,4259138484,1267039070,2564070751,4261676479,3697683548,1290961391,1225940430,1758493121,2051793210,2925733892,4140124213
cifar100_proser_fedavg__split04__seed1__d0.5,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_04,1,0.5,cifar100__split04__seed1,fresh_training,1730730022,3142481582,4259138484,1267039070,2564070751,4261676479,3697683548,1290961391,1225940430,1758493121,2051793210,2925733892,4140124213
cifar100_proser_fedavg__split04__seed1__d5.0,cifar100,cifar100_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar100_split_04,1,5.0,cifar100__split04__seed1,fresh_training,1730730022,3142481582,4259138484,1267039070,2564070751,4261676479,3697683548,1290961391,1225940430,1758493121,2051793210,2925733892,4140124213
