semantic_id,dataset,condition,split,repetition,frozen_primary_audit_seed,seed_source,embedded_artifact_audit_seed,rng_contract
cifar10_proser_fedavg__split07__seed0__d5.0,cifar10,d5,7,0,3189090512,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed1__d0.1,cifar10,d0.1,7,1,3837677304,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed1__d0.5,cifar10,d0.5,7,1,3837677304,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed1__d5.0,cifar10,d5,7,1,3837677304,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed2__d0.1,cifar10,d0.1,7,2,3544141390,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed2__d0.5,cifar10,d0.5,7,2,3544141390,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed2__d5.0,cifar10,d5,7,2,3544141390,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed3__d0.1,cifar10,d0.1,7,3,1060033330,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed3__d0.5,cifar10,d0.5,7,3,1060033330,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed3__d5.0,cifar10,d5,7,3,1060033330,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed4__d0.1,cifar10,d0.1,7,4,219645341,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed4__d0.5,cifar10,d0.5,7,4,219645341,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed4__d5.0,cifar10,d5,7,4,219645341,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed0__d0.1,cifar10,d0.1,8,0,2176570139,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed0__d0.5,cifar10,d0.5,8,0,2176570139,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed0__d5.0,cifar10,d5,8,0,2176570139,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed1__d0.1,cifar10,d0.1,8,1,1051778899,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed1__d0.5,cifar10,d0.5,8,1,1051778899,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed1__d5.0,cifar10,d5,8,1,1051778899,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed2__d0.1,cifar10,d0.1,8,2,3063615817,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed2__d0.5,cifar10,d0.5,8,2,3063615817,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed2__d5.0,cifar10,d5,8,2,3063615817,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed3__d0.1,cifar10,d0.1,8,3,2625728981,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed3__d0.5,cifar10,d0.5,8,3,2625728981,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed3__d5.0,cifar10,d5,8,3,2625728981,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed4__d0.1,cifar10,d0.1,8,4,1112494673,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed4__d0.5,cifar10,d0.5,8,4,1112494673,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split08__seed4__d5.0,cifar10,d5,8,4,1112494673,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed0__d0.1,cifar10,d0.1,9,0,2269446078,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed0__d0.5,cifar10,d0.5,9,0,2269446078,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed0__d5.0,cifar10,d5,9,0,2269446078,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed1__d0.1,cifar10,d0.1,9,1,1343383694,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed1__d0.5,cifar10,d0.5,9,1,1343383694,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed1__d5.0,cifar10,d5,9,1,1343383694,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed2__d0.1,cifar10,d0.1,9,2,1487127682,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed2__d0.5,cifar10,d0.5,9,2,1487127682,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed2__d5.0,cifar10,d5,9,2,1487127682,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed3__d0.1,cifar10,d0.1,9,3,1159757236,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed3__d0.5,cifar10,d0.5,9,3,1159757236,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed3__d5.0,cifar10,d5,9,3,1159757236,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed4__d0.1,cifar10,d0.1,9,4,2217091004,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed4__d0.5,cifar10,d0.5,9,4,2217091004,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split09__seed4__d5.0,cifar10,d5,9,4,2217091004,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split00__seed0,officehome,frozen,0,0,1470747726,confirmatory_400r_matrix.seed_primary_audit_draw,185811747,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split00__seed1,officehome,frozen,0,1,3522328466,confirmatory_400r_matrix.seed_primary_audit_draw,3600322221,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split00__seed2,officehome,frozen,0,2,1727057852,confirmatory_400r_matrix.seed_primary_audit_draw,1111747836,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split00__seed3,officehome,frozen,0,3,543105901,confirmatory_400r_matrix.seed_primary_audit_draw,883112244,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split00__seed4,officehome,frozen,0,4,4118731700,confirmatory_400r_matrix.seed_primary_audit_draw,1692940680,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split01__seed0,officehome,frozen,1,0,3682604276,confirmatory_400r_matrix.seed_primary_audit_draw,537879989,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split01__seed1,officehome,frozen,1,1,2738847007,confirmatory_400r_matrix.seed_primary_audit_draw,3018693592,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split01__seed2,officehome,frozen,1,2,3052380968,confirmatory_400r_matrix.seed_primary_audit_draw,3954221244,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split01__seed3,officehome,frozen,1,3,2277013787,confirmatory_400r_matrix.seed_primary_audit_draw,2927243436,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split01__seed4,officehome,frozen,1,4,4199201209,confirmatory_400r_matrix.seed_primary_audit_draw,1904712968,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split02__seed0,officehome,frozen,2,0,3743546337,confirmatory_400r_matrix.seed_primary_audit_draw,105721706,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split02__seed1,officehome,frozen,2,1,2551369888,confirmatory_400r_matrix.seed_primary_audit_draw,656647595,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split02__seed2,officehome,frozen,2,2,1744064352,confirmatory_400r_matrix.seed_primary_audit_draw,3801123777,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split02__seed3,officehome,frozen,2,3,1470441029,confirmatory_400r_matrix.seed_primary_audit_draw,350830987,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split02__seed4,officehome,frozen,2,4,15996076,confirmatory_400r_matrix.seed_primary_audit_draw,2759500393,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split03__seed0,officehome,frozen,3,0,455474424,confirmatory_400r_matrix.seed_primary_audit_draw,1373171908,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split03__seed1,officehome,frozen,3,1,3807325586,confirmatory_400r_matrix.seed_primary_audit_draw,2317952896,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split03__seed2,officehome,frozen,3,2,2220602137,confirmatory_400r_matrix.seed_primary_audit_draw,4052885186,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split03__seed3,officehome,frozen,3,3,494143090,confirmatory_400r_matrix.seed_primary_audit_draw,1493829637,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split03__seed4,officehome,frozen,3,4,4027153696,confirmatory_400r_matrix.seed_primary_audit_draw,2598092806,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split04__seed0,officehome,frozen,4,0,3782800468,confirmatory_400r_matrix.seed_primary_audit_draw,1976900489,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split04__seed1,officehome,frozen,4,1,978952196,confirmatory_400r_matrix.seed_primary_audit_draw,2778798288,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split04__seed2,officehome,frozen,4,2,160708610,confirmatory_400r_matrix.seed_primary_audit_draw,1488689592,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split04__seed3,officehome,frozen,4,3,1070955047,confirmatory_400r_matrix.seed_primary_audit_draw,3638965674,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split04__seed4,officehome,frozen,4,4,1228143616,confirmatory_400r_matrix.seed_primary_audit_draw,1187525470,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split05__seed0,officehome,frozen,5,0,601761610,confirmatory_400r_matrix.seed_primary_audit_draw,1378964828,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split05__seed1,officehome,frozen,5,1,1142060857,confirmatory_400r_matrix.seed_primary_audit_draw,130871210,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split05__seed2,officehome,frozen,5,2,275055327,confirmatory_400r_matrix.seed_primary_audit_draw,1109590981,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split05__seed3,officehome,frozen,5,3,2781193887,confirmatory_400r_matrix.seed_primary_audit_draw,2084527457,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split05__seed4,officehome,frozen,5,4,3250009285,confirmatory_400r_matrix.seed_primary_audit_draw,3667875859,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split06__seed0,officehome,frozen,6,0,684115365,confirmatory_400r_matrix.seed_primary_audit_draw,1169060688,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split06__seed1,officehome,frozen,6,1,555130479,confirmatory_400r_matrix.seed_primary_audit_draw,304346126,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split06__seed2,officehome,frozen,6,2,3910533844,confirmatory_400r_matrix.seed_primary_audit_draw,925515064,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split06__seed3,officehome,frozen,6,3,90525953,confirmatory_400r_matrix.seed_primary_audit_draw,253496716,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split06__seed4,officehome,frozen,6,4,1781063051,confirmatory_400r_matrix.seed_primary_audit_draw,4034940650,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split07__seed0,officehome,frozen,7,0,503503433,confirmatory_400r_matrix.seed_primary_audit_draw,3736134639,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split07__seed1,officehome,frozen,7,1,4118518517,confirmatory_400r_matrix.seed_primary_audit_draw,2683578593,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split07__seed2,officehome,frozen,7,2,960951148,confirmatory_400r_matrix.seed_primary_audit_draw,2336533792,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split07__seed3,officehome,frozen,7,3,2765303837,confirmatory_400r_matrix.seed_primary_audit_draw,2870647261,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split07__seed4,officehome,frozen,7,4,1754523438,confirmatory_400r_matrix.seed_primary_audit_draw,3473037441,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split08__seed0,officehome,frozen,8,0,425136103,confirmatory_400r_matrix.seed_primary_audit_draw,88331275,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split08__seed1,officehome,frozen,8,1,3662435962,confirmatory_400r_matrix.seed_primary_audit_draw,2623821028,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split08__seed2,officehome,frozen,8,2,865285661,confirmatory_400r_matrix.seed_primary_audit_draw,3497383590,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split08__seed3,officehome,frozen,8,3,3217033101,confirmatory_400r_matrix.seed_primary_audit_draw,586030143,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split08__seed4,officehome,frozen,8,4,3739366003,confirmatory_400r_matrix.seed_primary_audit_draw,883440417,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split09__seed0,officehome,frozen,9,0,846824762,confirmatory_400r_matrix.seed_primary_audit_draw,1710080633,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split09__seed1,officehome,frozen,9,1,512349093,confirmatory_400r_matrix.seed_primary_audit_draw,1450934850,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split09__seed2,officehome,frozen,9,2,1124332596,confirmatory_400r_matrix.seed_primary_audit_draw,3477470268,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split09__seed3,officehome,frozen,9,3,3001826484,confirmatory_400r_matrix.seed_primary_audit_draw,3134681443,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_frozen__split09__seed4,officehome,frozen,9,4,1190378951,confirmatory_400r_matrix.seed_primary_audit_draw,3179487051,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split00__seed0,officehome,full,0,0,1470747726,confirmatory_400r_matrix.seed_primary_audit_draw,195593394,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split00__seed1,officehome,full,0,1,3522328466,confirmatory_400r_matrix.seed_primary_audit_draw,583436700,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split00__seed2,officehome,full,0,2,1727057852,confirmatory_400r_matrix.seed_primary_audit_draw,1820068015,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split00__seed3,officehome,full,0,3,543105901,confirmatory_400r_matrix.seed_primary_audit_draw,1720784449,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split00__seed4,officehome,full,0,4,4118731700,confirmatory_400r_matrix.seed_primary_audit_draw,2800241249,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split01__seed0,officehome,full,1,0,3682604276,confirmatory_400r_matrix.seed_primary_audit_draw,4198779060,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split01__seed1,officehome,full,1,1,2738847007,confirmatory_400r_matrix.seed_primary_audit_draw,2896163074,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split01__seed2,officehome,full,1,2,3052380968,confirmatory_400r_matrix.seed_primary_audit_draw,3640307293,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split01__seed3,officehome,full,1,3,2277013787,confirmatory_400r_matrix.seed_primary_audit_draw,721694763,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split01__seed4,officehome,full,1,4,4199201209,confirmatory_400r_matrix.seed_primary_audit_draw,3251114368,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split02__seed0,officehome,full,2,0,3743546337,confirmatory_400r_matrix.seed_primary_audit_draw,2313405192,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split02__seed1,officehome,full,2,1,2551369888,confirmatory_400r_matrix.seed_primary_audit_draw,2228054439,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split02__seed2,officehome,full,2,2,1744064352,confirmatory_400r_matrix.seed_primary_audit_draw,3916108786,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split02__seed3,officehome,full,2,3,1470441029,confirmatory_400r_matrix.seed_primary_audit_draw,3705274902,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split02__seed4,officehome,full,2,4,15996076,confirmatory_400r_matrix.seed_primary_audit_draw,3293081951,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split03__seed0,officehome,full,3,0,455474424,confirmatory_400r_matrix.seed_primary_audit_draw,3880507076,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split03__seed1,officehome,full,3,1,3807325586,confirmatory_400r_matrix.seed_primary_audit_draw,3966960303,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split03__seed2,officehome,full,3,2,2220602137,confirmatory_400r_matrix.seed_primary_audit_draw,3766852766,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split03__seed3,officehome,full,3,3,494143090,confirmatory_400r_matrix.seed_primary_audit_draw,1540173832,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split03__seed4,officehome,full,3,4,4027153696,confirmatory_400r_matrix.seed_primary_audit_draw,3738504112,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split04__seed0,officehome,full,4,0,3782800468,confirmatory_400r_matrix.seed_primary_audit_draw,4023952649,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split04__seed1,officehome,full,4,1,978952196,confirmatory_400r_matrix.seed_primary_audit_draw,2748542460,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split04__seed2,officehome,full,4,2,160708610,confirmatory_400r_matrix.seed_primary_audit_draw,2556052369,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split04__seed3,officehome,full,4,3,1070955047,confirmatory_400r_matrix.seed_primary_audit_draw,1296848327,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split04__seed4,officehome,full,4,4,1228143616,confirmatory_400r_matrix.seed_primary_audit_draw,1824489000,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split05__seed0,officehome,full,5,0,601761610,confirmatory_400r_matrix.seed_primary_audit_draw,890941593,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split05__seed1,officehome,full,5,1,1142060857,confirmatory_400r_matrix.seed_primary_audit_draw,1811472360,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split05__seed2,officehome,full,5,2,275055327,confirmatory_400r_matrix.seed_primary_audit_draw,3148487356,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split05__seed3,officehome,full,5,3,2781193887,confirmatory_400r_matrix.seed_primary_audit_draw,2534862104,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split05__seed4,officehome,full,5,4,3250009285,confirmatory_400r_matrix.seed_primary_audit_draw,477188424,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split06__seed0,officehome,full,6,0,684115365,confirmatory_400r_matrix.seed_primary_audit_draw,3966317874,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split06__seed1,officehome,full,6,1,555130479,confirmatory_400r_matrix.seed_primary_audit_draw,2669445240,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split06__seed2,officehome,full,6,2,3910533844,confirmatory_400r_matrix.seed_primary_audit_draw,2648353992,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split06__seed3,officehome,full,6,3,90525953,confirmatory_400r_matrix.seed_primary_audit_draw,562560812,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split06__seed4,officehome,full,6,4,1781063051,confirmatory_400r_matrix.seed_primary_audit_draw,672630371,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split07__seed0,officehome,full,7,0,503503433,confirmatory_400r_matrix.seed_primary_audit_draw,2299416460,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split07__seed1,officehome,full,7,1,4118518517,confirmatory_400r_matrix.seed_primary_audit_draw,2726225559,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split07__seed2,officehome,full,7,2,960951148,confirmatory_400r_matrix.seed_primary_audit_draw,3465040400,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split07__seed3,officehome,full,7,3,2765303837,confirmatory_400r_matrix.seed_primary_audit_draw,1503005819,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
officehome_convnext_full__split07__seed4,officehome,full,7,4,1754523438,confirmatory_400r_matrix.seed_primary_audit_draw,134733799,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
